Preferred_Name	Name	Source
ER3413_2386	hisJ	Gene Name
ER3413_2386	b2309	RefSeq Protein ID
ER3413_2387	ER3413_2387	Ensembl Gene ID
ER3413_2387	AIZ52130	Ensembl Protein ID
ER3413_2387	argT	Gene Name
ER3413_2387	b2310	RefSeq Protein ID
ER3413_2388	ER3413_2388	Ensembl Gene ID
ER3413_2388	AIZ52131	Ensembl Protein ID
ER3413_2388	ubiX	Gene Name
ER3413_2388	b2311	RefSeq Protein ID
ER3413_2389	ER3413_2389	Ensembl Gene ID
ER3413_2389	AIZ52132	Ensembl Protein ID
ER3413_2389	purF	Gene Name
ER3413_2389	b2312	RefSeq Protein ID
ER3413_2390	ER3413_2390	Ensembl Gene ID
ER3413_2390	AIZ52133	Ensembl Protein ID
ER3413_2390	cvpA	Gene Name
ER3413_2390	b2313	RefSeq Protein ID
ER3413_2391	ER3413_2391	Ensembl Gene ID
ER3413_2391	AIZ52134	Ensembl Protein ID
ER3413_2391	dedD	Gene Name
ER3413_2391	b2314	RefSeq Protein ID
ER3413_2392	ER3413_2392	Ensembl Gene ID
ER3413_2392	AIZ52135	Ensembl Protein ID
ER3413_2392	folC	Gene Name
ER3413_2392	b2315	RefSeq Protein ID
ER3413_2393	ER3413_2393	Ensembl Gene ID
ER3413_2393	AIZ52136	Ensembl Protein ID
ER3413_2393	accD	Gene Name
ER3413_2393	b2316	RefSeq Protein ID
ER3413_2394	ER3413_2394	Ensembl Gene ID
ER3413_2394	AIZ52137	Ensembl Protein ID
ER3413_2394	dedA	Gene Name
ER3413_2394	b2317	RefSeq Protein ID
ER3413_2395	ER3413_2395	Ensembl Gene ID
ER3413_2395	AIZ52138	Ensembl Protein ID
ER3413_2395	truA	Gene Name
ER3413_2395	b2318	RefSeq Protein ID
ER3413_2396	ER3413_2396	Ensembl Gene ID
ER3413_2396	AIZ52139	Ensembl Protein ID
ER3413_2396	usg	Gene Name
ER3413_2396	b2319	RefSeq Protein ID
ER3413_2397	ER3413_2397	Ensembl Gene ID
ER3413_2397	AIZ52140	Ensembl Protein ID
ER3413_2397	pdxB	Gene Name
ER3413_2397	b2320	RefSeq Protein ID
ER3413_2400	ER3413_2400	Ensembl Gene ID
ER3413_2400	AIZ52143	Ensembl Protein ID
ER3413_2400	flk	Gene Name
ER3413_2400	b2321	RefSeq Protein ID
ER3413_2399	ER3413_2399	Ensembl Gene ID
ER3413_2399	AIZ52141	Ensembl Protein ID
ER3413_2399	yfcJ	Gene Name
ER3413_2399	b2322	RefSeq Protein ID
ER3413_2402	ER3413_2402	Ensembl Gene ID
ER3413_2402	AIZ52144	Ensembl Protein ID
ER3413_2402	fabB	Gene Name
ER3413_2402	b2323	RefSeq Protein ID
ER3413_2403	ER3413_2403	Ensembl Gene ID
ER3413_2403	AIZ52145	Ensembl Protein ID
ER3413_2403	mnmC	Gene Name
ER3413_2403	b2324	RefSeq Protein ID
ER3413_2404	ER3413_2404	Ensembl Gene ID
ER3413_2404	AIZ52146	Ensembl Protein ID
ER3413_2404	yfcL	Gene Name
ER3413_2404	b2325	RefSeq Protein ID
ER3413_2405	ER3413_2405	Ensembl Gene ID
ER3413_2405	AIZ52147	Ensembl Protein ID
ER3413_2405	epmC	Gene Name
ER3413_2405	b2326	RefSeq Protein ID
ER3413_2406	ER3413_2406	Ensembl Gene ID
ER3413_2406	AIZ52148	Ensembl Protein ID
ER3413_2406	yfcA	Gene Name
ER3413_2406	b2327	RefSeq Protein ID
ER3413_2407	ER3413_2407	Ensembl Gene ID
ER3413_2407	AIZ52149	Ensembl Protein ID
ER3413_2407	mepA	Gene Name
ER3413_2407	b2328	RefSeq Protein ID
ER3413_2408	ER3413_2408	Ensembl Gene ID
ER3413_2408	AIZ52150	Ensembl Protein ID
ER3413_2408	aroC	Gene Name
ER3413_2408	b2329	RefSeq Protein ID
ER3413_2409	ER3413_2409	Ensembl Gene ID
ER3413_2409	AIZ52151	Ensembl Protein ID
ER3413_2409	prmB	Gene Name
ER3413_2409	b2330	RefSeq Protein ID
ER3413_2410	ER3413_2410	Ensembl Gene ID
ER3413_2410	AIZ52153	Ensembl Protein ID
ER3413_2410	smrB	Gene Name
ER3413_2410	b2331	RefSeq Protein ID
ER3413_2411	ER3413_2411	Ensembl Gene ID
ER3413_2411	AIZ52154	Ensembl Protein ID
ER3413_2411	yfcO	Gene Name
ER3413_2411	b2332	RefSeq Protein ID
ER3413_2412	ER3413_2412	Ensembl Gene ID
ER3413_2412	AIZ52155	Ensembl Protein ID
ER3413_2412	yfcP	Gene Name
ER3413_2412	b2333	RefSeq Protein ID
ER3413_2413	ER3413_2413	Ensembl Gene ID
ER3413_2413	AIZ52156	Ensembl Protein ID
ER3413_2413	yfcQ	Gene Name
ER3413_2413	b2334	RefSeq Protein ID
ER3413_2414	ER3413_2414	Ensembl Gene ID
ER3413_2414	AIZ52157	Ensembl Protein ID
ER3413_2414	yfcR	Gene Name
ER3413_2414	b2335	RefSeq Protein ID
ER3413_2415	ER3413_2415	Ensembl Gene ID
ER3413_2415	AIZ52158	Ensembl Protein ID
ER3413_2415	yfcS	Gene Name
ER3413_2415	b2336	RefSeq Protein ID
ER3413_2418	ER3413_2418	Ensembl Gene ID
ER3413_2418	AIZ52159	Ensembl Protein ID
ER3413_2418	yfcV	Gene Name
ER3413_2418	b2339	RefSeq Protein ID
ER3413_2420	ER3413_2420	Ensembl Gene ID
ER3413_2420	AIZ52161	Ensembl Protein ID
ER3413_2420	sixA	Gene Name
ER3413_2420	b2340	RefSeq Protein ID
ER3413_2421	ER3413_2421	Ensembl Gene ID
ER3413_2421	AIZ52162	Ensembl Protein ID
ER3413_2421	fadJ	Gene Name
ER3413_2421	b2341	RefSeq Protein ID
ER3413_2422	ER3413_2422	Ensembl Gene ID
ER3413_2422	AIZ52163	Ensembl Protein ID
ER3413_2422	fadI	Gene Name
ER3413_2422	b2342	RefSeq Protein ID
ER3413_2423	ER3413_2423	Ensembl Gene ID
ER3413_2423	AIZ52164	Ensembl Protein ID
ER3413_2423	yfcZ	Gene Name
ER3413_2423	b2343	RefSeq Protein ID
ER3413_2424	ER3413_2424	Ensembl Gene ID
ER3413_2424	AIZ52165	Ensembl Protein ID
ER3413_2424	fadL	Gene Name
ER3413_2424	b2344	RefSeq Protein ID
ER3413_2425	ER3413_2425	Ensembl Gene ID
ER3413_2425	AIZ52166	Ensembl Protein ID
ER3413_2425	yfdF	Gene Name
ER3413_2425	b2345	RefSeq Protein ID
ER3413_2426	ER3413_2426	Ensembl Gene ID
ER3413_2426	AIZ52167	Ensembl Protein ID
ER3413_2426	mlaA	Gene Name
ER3413_2426	b2346	RefSeq Protein ID
ER3413_2427	ER3413_2427	Ensembl Gene ID
ER3413_2427	AIZ52168	Ensembl Protein ID
ER3413_2427	yfdC	Gene Name
ER3413_2427	b2347	RefSeq Protein ID
ER3413_2429	ER3413_2429	Ensembl Gene ID
ER3413_2429	AIZ52169	Ensembl Protein ID
ER3413_2429	intS	Gene Name
ER3413_2429	b2349	RefSeq Protein ID
ER3413_4617	ER3413_4617	Ensembl Gene ID
ER3413_4617	AIZ54290	Ensembl Protein ID
ER3413_4617	gtrA	Gene Name
ER3413_4617	b2350	RefSeq Protein ID
ER3413_2430	ER3413_2430	Ensembl Gene ID
ER3413_2430	AIZ52171	Ensembl Protein ID
ER3413_2430	gtrB	Gene Name
ER3413_2430	b2351	RefSeq Protein ID
ER3413_2431	ER3413_2431	Ensembl Gene ID
ER3413_2431	AIZ52172	Ensembl Protein ID
ER3413_2431	gtrS	Gene Name
ER3413_2431	b2352	RefSeq Protein ID
ER3413_2432	ER3413_2432	Ensembl Gene ID
ER3413_2432	AIZ52173	Ensembl Protein ID
ER3413_2432	yfdK	Gene Name
ER3413_2432	b2354	RefSeq Protein ID
ER3413_2436	ER3413_2436	Ensembl Gene ID
ER3413_2436	AIZ52174	Ensembl Protein ID
ER3413_2436	yfdN	Gene Name
ER3413_2436	b2357	RefSeq Protein ID
ER3413_2439	ER3413_2439	Ensembl Gene ID
ER3413_2439	AIZ52175	Ensembl Protein ID
ER3413_2439	yfdP	Gene Name
ER3413_2439	b2359	RefSeq Protein ID
ER3413_2440	ER3413_2440	Ensembl Gene ID
ER3413_2440	AIZ52177	Ensembl Protein ID
ER3413_2440	yfdQ	Gene Name
ER3413_2440	b2360	RefSeq Protein ID
ER3413_2441	ER3413_2441	Ensembl Gene ID
ER3413_2441	AIZ52178	Ensembl Protein ID
ER3413_2441	yfdR	Gene Name
ER3413_2441	b2361	RefSeq Protein ID
ER3413_2442	ER3413_2442	Ensembl Gene ID
ER3413_2442	AIZ52179	Ensembl Protein ID
ER3413_2442	yfdS	Gene Name
ER3413_2442	b2362	RefSeq Protein ID
ER3413_2443	ER3413_2443	Ensembl Gene ID
ER3413_2443	AIZ52180	Ensembl Protein ID
ER3413_2443	yfdT	Gene Name
ER3413_2443	b2363	RefSeq Protein ID
ER3413_2444	ER3413_2444	Ensembl Gene ID
ER3413_2444	AIZ52181	Ensembl Protein ID
ER3413_2444	torI	Gene Name
ER3413_2444	b4501	RefSeq Protein ID
ER3413_2445	ER3413_2445	Ensembl Gene ID
ER3413_2445	AIZ52182	Ensembl Protein ID
ER3413_2445	dsdC	Gene Name
ER3413_2445	b2364	RefSeq Protein ID
ER3413_2446	ER3413_2446	Ensembl Gene ID
ER3413_2446	AIZ52183	Ensembl Protein ID
ER3413_2446	dsdX	Gene Name
ER3413_2446	b2365	RefSeq Protein ID
ER3413_2447	ER3413_2447	Ensembl Gene ID
ER3413_2447	AIZ52184	Ensembl Protein ID
ER3413_2447	dsdA	Gene Name
ER3413_2447	b2366	RefSeq Protein ID
ER3413_2448	ER3413_2448	Ensembl Gene ID
ER3413_2448	AIZ52185	Ensembl Protein ID
ER3413_2448	emrY	Gene Name
ER3413_2448	b2367	RefSeq Protein ID
ER3413_2449	ER3413_2449	Ensembl Gene ID
ER3413_2449	AIZ52186	Ensembl Protein ID
ER3413_2449	emrK	Gene Name
ER3413_2449	b2368	RefSeq Protein ID
ER3413_2450	ER3413_2450	Ensembl Gene ID
ER3413_2450	AIZ52188	Ensembl Protein ID
ER3413_2450	evgA	Gene Name
ER3413_2450	b2369	RefSeq Protein ID
ER3413_2451	ER3413_2451	Ensembl Gene ID
ER3413_2451	AIZ52189	Ensembl Protein ID
ER3413_2451	evgS	Gene Name
ER3413_2451	b2370	RefSeq Protein ID
ER3413_2452	ER3413_2452	Ensembl Gene ID
ER3413_2452	AIZ52190	Ensembl Protein ID
ER3413_2452	yfdE	Gene Name
ER3413_2452	b2371	RefSeq Protein ID
ER3413_2453	ER3413_2453	Ensembl Gene ID
ER3413_2453	AIZ52191	Ensembl Protein ID
ER3413_2453	yfdV	Gene Name
ER3413_2453	b2372	RefSeq Protein ID
ER3413_2454	ER3413_2454	Ensembl Gene ID
ER3413_2454	AIZ52192	Ensembl Protein ID
ER3413_2454	oxc	Gene Name
ER3413_2454	b2373	RefSeq Protein ID
ER3413_2455	ER3413_2455	Ensembl Gene ID
ER3413_2455	AIZ52193	Ensembl Protein ID
ER3413_2455	frc	Gene Name
ER3413_2455	b2374	RefSeq Protein ID
ER3413_2456	ER3413_2456	Ensembl Gene ID
ER3413_2456	AIZ52194	Ensembl Protein ID
ER3413_2456	yfdX	Gene Name
ER3413_2456	b2375	RefSeq Protein ID
ER3413_4594	ER3413_4594	Ensembl Gene ID
ER3413_4594	AIZ54265	Ensembl Protein ID
ER3413_4594	ypdI	Gene Name
ER3413_4594	b2376	RefSeq Protein ID
ER3413_2458	ER3413_2458	Ensembl Gene ID
ER3413_2458	AIZ52195	Ensembl Protein ID
ER3413_2458	yfdY	Gene Name
ER3413_2458	b2377	RefSeq Protein ID
ER3413_2459	ER3413_2459	Ensembl Gene ID
ER3413_2459	AIZ52196	Ensembl Protein ID
ER3413_2459	lpxP	Gene Name
ER3413_2459	b2378	RefSeq Protein ID
ER3413_2460	ER3413_2460	Ensembl Gene ID
ER3413_2460	AIZ52198	Ensembl Protein ID
ER3413_2460	ypdK	Gene Name
ER3413_2460	b4680	RefSeq Protein ID
ER3413_2461	ER3413_2461	Ensembl Gene ID
ER3413_2461	AIZ52199	Ensembl Protein ID
ER3413_2461	alaC	Gene Name
ER3413_2461	b2379	RefSeq Protein ID
ER3413_2462	ER3413_2462	Ensembl Gene ID
ER3413_2462	AIZ52200	Ensembl Protein ID
ER3413_2462	ypdA	Gene Name
ER3413_2462	b2380	RefSeq Protein ID
ER3413_2463	ER3413_2463	Ensembl Gene ID
ER3413_2463	AIZ52201	Ensembl Protein ID
ER3413_2463	ypdB	Gene Name
ER3413_2463	b2381	RefSeq Protein ID
ER3413_2464	ER3413_2464	Ensembl Gene ID
ER3413_2464	AIZ52202	Ensembl Protein ID
ER3413_2464	ypdC	Gene Name
ER3413_2464	b2382	RefSeq Protein ID
ER3413_2465	ER3413_2465	Ensembl Gene ID
ER3413_2465	AIZ52203	Ensembl Protein ID
ER3413_2465	fryA	Gene Name
ER3413_2465	b2383	RefSeq Protein ID
ER3413_2466	ER3413_2466	Ensembl Gene ID
ER3413_2466	AIZ52204	Ensembl Protein ID
ER3413_2466	ypdE	Gene Name
ER3413_2466	b2384	RefSeq Protein ID
ER3413_2467	ER3413_2467	Ensembl Gene ID
ER3413_2467	AIZ52205	Ensembl Protein ID
ER3413_2467	ypdF	Gene Name
ER3413_2467	b2385	RefSeq Protein ID
ER3413_2468	ER3413_2468	Ensembl Gene ID
ER3413_2468	AIZ52206	Ensembl Protein ID
ER3413_2468	fryC	Gene Name
ER3413_2468	b2386	RefSeq Protein ID
ER3413_2469	ER3413_2469	Ensembl Gene ID
ER3413_2469	AIZ52207	Ensembl Protein ID
ER3413_2469	fryB	Gene Name
ER3413_2469	b2387	RefSeq Protein ID
ER3413_2470	ER3413_2470	Ensembl Gene ID
ER3413_2470	AIZ52209	Ensembl Protein ID
ER3413_2470	glk	Gene Name
ER3413_2470	b2388	RefSeq Protein ID
ER3413_2471	ER3413_2471	Ensembl Gene ID
ER3413_2471	AIZ52210	Ensembl Protein ID
ER3413_2471	yfeO	Gene Name
ER3413_2471	b2389	RefSeq Protein ID
ER3413_2472	ER3413_2472	Ensembl Gene ID
ER3413_2472	AIZ52211	Ensembl Protein ID
ER3413_2472	ypeC	Gene Name
ER3413_2472	b2390	RefSeq Protein ID
ER3413_2473	ER3413_2473	Ensembl Gene ID
ER3413_2473	AIZ52212	Ensembl Protein ID
ER3413_2473	mntH	Gene Name
ER3413_2473	b2392	RefSeq Protein ID
ER3413_2474	ER3413_2474	Ensembl Gene ID
ER3413_2474	AIZ52213	Ensembl Protein ID
ER3413_2474	nupC	Gene Name
ER3413_2474	b2393	RefSeq Protein ID
ER3413_2476	ER3413_2476	Ensembl Gene ID
ER3413_2476	AIZ52215	Ensembl Protein ID
ER3413_2476	yfeA	Gene Name
ER3413_2476	b2395	RefSeq Protein ID
ER3413_2479	ER3413_2479	Ensembl Gene ID
ER3413_2479	AIZ52216	Ensembl Protein ID
ER3413_2479	yfeC	Gene Name
ER3413_2479	b2398	RefSeq Protein ID
ER3413_2480	ER3413_2480	Ensembl Gene ID
ER3413_2480	AIZ52217	Ensembl Protein ID
ER3413_2480	yfeD	Gene Name
ER3413_2480	b2399	RefSeq Protein ID
ER3413_2481	ER3413_2481	Ensembl Gene ID
ER3413_2481	AIZ52218	Ensembl Protein ID
ER3413_2481	gltX	Gene Name
ER3413_2481	b2400	RefSeq Protein ID
ER3413_2487	ER3413_2487	Ensembl Gene ID
ER3413_2487	AIZ52219	Ensembl Protein ID
ER3413_2487	xapR	Gene Name
ER3413_2487	b2405	RefSeq Protein ID
ER3413_2489	ER3413_2489	Ensembl Gene ID
ER3413_2489	AIZ52220	Ensembl Protein ID
ER3413_2489	xapB	Gene Name
ER3413_2489	b2406	RefSeq Protein ID
ER3413_2490	ER3413_2490	Ensembl Gene ID
ER3413_2490	AIZ52222	Ensembl Protein ID
ER3413_2490	xapA	Gene Name
ER3413_2490	b2407	RefSeq Protein ID
ER3413_2491	ER3413_2491	Ensembl Gene ID
ER3413_2491	AIZ52223	Ensembl Protein ID
ER3413_2491	yfeN	Gene Name
ER3413_2491	b2408	RefSeq Protein ID
ER3413_2492	ER3413_2492	Ensembl Gene ID
ER3413_2492	AIZ52224	Ensembl Protein ID
ER3413_2492	yfeR	Gene Name
ER3413_2492	b2409	RefSeq Protein ID
ER3413_2494	ER3413_2494	Ensembl Gene ID
ER3413_2494	AIZ52226	Ensembl Protein ID
ER3413_2494	yfeH	Gene Name
ER3413_2494	b2410	RefSeq Protein ID
ER3413_2493	ER3413_2493	Ensembl Gene ID
ER3413_2493	AIZ52225	Ensembl Protein ID
ER3413_2493	ypeB	Gene Name
ER3413_2493	b4546	RefSeq Protein ID
ER3413_2495	ER3413_2495	Ensembl Gene ID
ER3413_2495	AIZ52227	Ensembl Protein ID
ER3413_2495	ligA	Gene Name
ER3413_2495	b2411	RefSeq Protein ID
ER3413_2496	ER3413_2496	Ensembl Gene ID
ER3413_2496	AIZ52228	Ensembl Protein ID
ER3413_2496	zipA	Gene Name
ER3413_2496	b2412	RefSeq Protein ID
ER3413_2497	ER3413_2497	Ensembl Gene ID
ER3413_2497	AIZ52229	Ensembl Protein ID
ER3413_2497	cysZ	Gene Name
ER3413_2497	b2413	RefSeq Protein ID
ER3413_2498	ER3413_2498	Ensembl Gene ID
ER3413_2498	AIZ52230	Ensembl Protein ID
ER3413_2498	cysK	Gene Name
ER3413_2498	b2414	RefSeq Protein ID
ER3413_2499	ER3413_2499	Ensembl Gene ID
ER3413_2499	AIZ52231	Ensembl Protein ID
ER3413_2499	ptsH	Gene Name
ER3413_2499	b2415	RefSeq Protein ID
ER3413_2500	ER3413_2500	Ensembl Gene ID
ER3413_2500	AIZ52234	Ensembl Protein ID
ER3413_2500	ptsI	Gene Name
ER3413_2500	b2416	RefSeq Protein ID
ER3413_2501	ER3413_2501	Ensembl Gene ID
ER3413_2501	AIZ52235	Ensembl Protein ID
ER3413_2501	crr	Gene Name
ER3413_2501	b2417	RefSeq Protein ID
ER3413_2502	ER3413_2502	Ensembl Gene ID
ER3413_2502	AIZ52236	Ensembl Protein ID
ER3413_2502	pdxK	Gene Name
ER3413_2502	b2418	RefSeq Protein ID
ER3413_2503	ER3413_2503	Ensembl Gene ID
ER3413_2503	AIZ52237	Ensembl Protein ID
ER3413_2503	yfeK	Gene Name
ER3413_2503	b2419	RefSeq Protein ID
ER3413_2504	ER3413_2504	Ensembl Gene ID
ER3413_2504	AIZ52238	Ensembl Protein ID
ER3413_2504	yfeS	Gene Name
ER3413_2504	b2420	RefSeq Protein ID
ER3413_2505	ER3413_2505	Ensembl Gene ID
ER3413_2505	AIZ52239	Ensembl Protein ID
ER3413_2505	cysM	Gene Name
ER3413_2505	b2421	RefSeq Protein ID
ER3413_2506	ER3413_2506	Ensembl Gene ID
ER3413_2506	AIZ52240	Ensembl Protein ID
ER3413_2506	cysA	Gene Name
ER3413_2506	b2422	RefSeq Protein ID
ER3413_2507	ER3413_2507	Ensembl Gene ID
ER3413_2507	AIZ52241	Ensembl Protein ID
ER3413_2507	cysW	Gene Name
ER3413_2507	b2423	RefSeq Protein ID
ER3413_2508	ER3413_2508	Ensembl Gene ID
ER3413_2508	AIZ52242	Ensembl Protein ID
ER3413_2508	cysU	Gene Name
ER3413_2508	b2424	RefSeq Protein ID
ER3413_2509	ER3413_2509	Ensembl Gene ID
ER3413_2509	AIZ52243	Ensembl Protein ID
ER3413_2509	cysP	Gene Name
ER3413_2509	b2425	RefSeq Protein ID
ER3413_2510	ER3413_2510	Ensembl Gene ID
ER3413_2510	AIZ52245	Ensembl Protein ID
ER3413_2510	ucpA	Gene Name
ER3413_2510	b2426	RefSeq Protein ID
ER3413_2511	ER3413_2511	Ensembl Gene ID
ER3413_2511	AIZ52246	Ensembl Protein ID
ER3413_2511	murR	Gene Name
ER3413_2511	b2427	RefSeq Protein ID
ER3413_2512	ER3413_2512	Ensembl Gene ID
ER3413_2512	AIZ52247	Ensembl Protein ID
ER3413_2512	murQ	Gene Name
ER3413_2512	b2428	RefSeq Protein ID
ER3413_2513	ER3413_2513	Ensembl Gene ID
ER3413_2513	AIZ52248	Ensembl Protein ID
ER3413_2513	murP	Gene Name
ER3413_2513	b2429	RefSeq Protein ID
ER3413_2514	ER3413_2514	Ensembl Gene ID
ER3413_2514	AIZ52249	Ensembl Protein ID
ER3413_2514	yfeW	Gene Name
ER3413_2514	b2430	RefSeq Protein ID
ER3413_2515	ER3413_2515	Ensembl Gene ID
ER3413_2515	AIZ52250	Ensembl Protein ID
ER3413_2515	yfeX	Gene Name
ER3413_2515	b2431	RefSeq Protein ID
ER3413_2516	ER3413_2516	Ensembl Gene ID
ER3413_2516	AIZ52251	Ensembl Protein ID
ER3413_2516	yfeY	Gene Name
ER3413_2516	b2432	RefSeq Protein ID
ER3413_2517	ER3413_2517	Ensembl Gene ID
ER3413_2517	AIZ52252	Ensembl Protein ID
ER3413_2517	yfeZ	Gene Name
ER3413_2517	b2433	RefSeq Protein ID
ER3413_2518	ER3413_2518	Ensembl Gene ID
ER3413_2518	AIZ52253	Ensembl Protein ID
ER3413_2518	ypeA	Gene Name
ER3413_2518	b2434	RefSeq Protein ID
ER3413_2519	ER3413_2519	Ensembl Gene ID
ER3413_2519	AIZ52254	Ensembl Protein ID
ER3413_2519	amiA	Gene Name
ER3413_2519	b2435	RefSeq Protein ID
ER3413_2520	ER3413_2520	Ensembl Gene ID
ER3413_2520	AIZ52256	Ensembl Protein ID
ER3413_2520	hemF	Gene Name
ER3413_2520	b2436	RefSeq Protein ID
ER3413_2521	ER3413_2521	Ensembl Gene ID
ER3413_2521	AIZ52257	Ensembl Protein ID
ER3413_2521	eutR	Gene Name
ER3413_2521	b2437	RefSeq Protein ID
ER3413_2522	ER3413_2522	Ensembl Gene ID
ER3413_2522	AIZ52258	Ensembl Protein ID
ER3413_2522	eutK	Gene Name
ER3413_2522	b2438	RefSeq Protein ID
ER3413_2523	ER3413_2523	Ensembl Gene ID
ER3413_2523	AIZ52259	Ensembl Protein ID
ER3413_2523	eutL	Gene Name
ER3413_2523	b2439	RefSeq Protein ID
ER3413_2524	ER3413_2524	Ensembl Gene ID
ER3413_2524	AIZ52260	Ensembl Protein ID
ER3413_2524	eutC	Gene Name
ER3413_2524	b2440	RefSeq Protein ID
ER3413_2525	ER3413_2525	Ensembl Gene ID
ER3413_2525	AIZ52261	Ensembl Protein ID
ER3413_2525	eutB	Gene Name
ER3413_2525	b2441	RefSeq Protein ID
ER3413_2527	ER3413_2527	Ensembl Gene ID
ER3413_2527	AIZ52262	Ensembl Protein ID
ER3413_2527	eutH	Gene Name
ER3413_2527	b2452	RefSeq Protein ID
ER3413_2528	ER3413_2528	Ensembl Gene ID
ER3413_2528	AIZ52263	Ensembl Protein ID
ER3413_2528	eutG	Gene Name
ER3413_2528	b2453	RefSeq Protein ID
ER3413_2529	ER3413_2529	Ensembl Gene ID
ER3413_2529	AIZ52264	Ensembl Protein ID
ER3413_2529	eutJ	Gene Name
ER3413_2529	b2454	RefSeq Protein ID
ER3413_2530	ER3413_2530	Ensembl Gene ID
ER3413_2530	AIZ52266	Ensembl Protein ID
ER3413_2530	eutE	Gene Name
ER3413_2530	b2455	RefSeq Protein ID
ER3413_2531	ER3413_2531	Ensembl Gene ID
ER3413_2531	AIZ52267	Ensembl Protein ID
ER3413_2531	eutN	Gene Name
ER3413_2531	b2456	RefSeq Protein ID
ER3413_2532	ER3413_2532	Ensembl Gene ID
ER3413_2532	AIZ52268	Ensembl Protein ID
ER3413_2532	eutM	Gene Name
ER3413_2532	b2457	RefSeq Protein ID
ER3413_2533	ER3413_2533	Ensembl Gene ID
ER3413_2533	AIZ52269	Ensembl Protein ID
ER3413_2533	eutD	Gene Name
ER3413_2533	b2458	RefSeq Protein ID
ER3413_2534	ER3413_2534	Ensembl Gene ID
ER3413_2534	AIZ52270	Ensembl Protein ID
ER3413_2534	eutT	Gene Name
ER3413_2534	b2459	RefSeq Protein ID
ER3413_2535	ER3413_2535	Ensembl Gene ID
ER3413_2535	AIZ52271	Ensembl Protein ID
ER3413_2535	eutQ	Gene Name
ER3413_2535	b2460	RefSeq Protein ID
ER3413_2536	ER3413_2536	Ensembl Gene ID
ER3413_2536	AIZ52272	Ensembl Protein ID
ER3413_2536	eutP	Gene Name
ER3413_2536	b2461	RefSeq Protein ID
ER3413_2537	ER3413_2537	Ensembl Gene ID
ER3413_2537	AIZ52273	Ensembl Protein ID
ER3413_2537	eutS	Gene Name
ER3413_2537	b2462	RefSeq Protein ID
ER3413_2538	ER3413_2538	Ensembl Gene ID
ER3413_2538	AIZ52274	Ensembl Protein ID
ER3413_2538	maeB	Gene Name
ER3413_2538	b2463	RefSeq Protein ID
ER3413_2539	ER3413_2539	Ensembl Gene ID
ER3413_2539	AIZ52275	Ensembl Protein ID
ER3413_2539	talA	Gene Name
ER3413_2539	b2464	RefSeq Protein ID
ER3413_2540	ER3413_2540	Ensembl Gene ID
ER3413_2540	AIZ52277	Ensembl Protein ID
ER3413_2540	tktB	Gene Name
ER3413_2540	b2465	RefSeq Protein ID
ER3413_2541	ER3413_2541	Ensembl Gene ID
ER3413_2541	AIZ52278	Ensembl Protein ID
ER3413_2541	ypfG	Gene Name
ER3413_2541	b2466	RefSeq Protein ID
ER3413_2542	ER3413_2542	Ensembl Gene ID
ER3413_2542	AIZ52279	Ensembl Protein ID
ER3413_2542	nudK	Gene Name
ER3413_2542	b2467	RefSeq Protein ID
ER3413_2543	ER3413_2543	Ensembl Gene ID
ER3413_2543	AIZ52280	Ensembl Protein ID
ER3413_2543	aegA	Gene Name
ER3413_2543	b2468	RefSeq Protein ID
ER3413_2544	ER3413_2544	Ensembl Gene ID
ER3413_2544	AIZ52281	Ensembl Protein ID
ER3413_2544	narQ	Gene Name
ER3413_2544	b2469	RefSeq Protein ID
ER3413_2545	ER3413_2545	Ensembl Gene ID
ER3413_2545	AIZ52282	Ensembl Protein ID
ER3413_2545	acrD	Gene Name
ER3413_2545	b2470	RefSeq Protein ID
ER3413_4517	ER3413_4517	Ensembl Gene ID
ER3413_4517	AIZ54180	Ensembl Protein ID
ER3413_4517	ypfM	Gene Name
ER3413_4517	b4606	RefSeq Protein ID
ER3413_2546	ER3413_2546	Ensembl Gene ID
ER3413_2546	AIZ52283	Ensembl Protein ID
ER3413_2546	yffB	Gene Name
ER3413_2546	b2471	RefSeq Protein ID
ER3413_2547	ER3413_2547	Ensembl Gene ID
ER3413_2547	AIZ52284	Ensembl Protein ID
ER3413_2547	dapE	Gene Name
ER3413_2547	b2472	RefSeq Protein ID
ER3413_2548	ER3413_2548	Ensembl Gene ID
ER3413_2548	AIZ52285	Ensembl Protein ID
ER3413_2548	ypfN	Gene Name
ER3413_2548	b4547	RefSeq Protein ID
ER3413_2549	ER3413_2549	Ensembl Gene ID
ER3413_2549	AIZ52286	Ensembl Protein ID
ER3413_2549	ypfH	Gene Name
ER3413_2549	b2473	RefSeq Protein ID
ER3413_2550	ER3413_2550	Ensembl Gene ID
ER3413_2550	AIZ52288	Ensembl Protein ID
ER3413_2550	tmcA	Gene Name
ER3413_2550	b2474	RefSeq Protein ID
ER3413_2551	ER3413_2551	Ensembl Gene ID
ER3413_2551	AIZ52289	Ensembl Protein ID
ER3413_2551	ypfJ	Gene Name
ER3413_2551	b2475	RefSeq Protein ID
ER3413_2552	ER3413_2552	Ensembl Gene ID
ER3413_2552	AIZ52290	Ensembl Protein ID
ER3413_2552	purC	Gene Name
ER3413_2552	b2476	RefSeq Protein ID
ER3413_2553	ER3413_2553	Ensembl Gene ID
ER3413_2553	AIZ52291	Ensembl Protein ID
