Preferred_Name	Name	Source
ER3413_1166	icd	Gene Name
ER3413_1166	b1136	RefSeq Protein ID
ER3413_4593	ER3413_4593	Ensembl Gene ID
ER3413_4593	AIZ54264	Ensembl Protein ID
ER3413_4593	iraM	Gene Name
ER3413_4593	b1160	RefSeq Protein ID
ER3413_1167	ER3413_1167	Ensembl Gene ID
ER3413_1167	AIZ50954	Ensembl Protein ID
ER3413_1167	ycgX	Gene Name
ER3413_1167	b1161	RefSeq Protein ID
ER3413_1168	ER3413_1168	Ensembl Gene ID
ER3413_1168	AIZ50955	Ensembl Protein ID
ER3413_1168	bluR	Gene Name
ER3413_1168	b1162	RefSeq Protein ID
ER3413_1169	ER3413_1169	Ensembl Gene ID
ER3413_1169	AIZ50956	Ensembl Protein ID
ER3413_1169	bluF	Gene Name
ER3413_1169	b1163	RefSeq Protein ID
ER3413_1170	ER3413_1170	Ensembl Gene ID
ER3413_1170	AIZ50958	Ensembl Protein ID
ER3413_1170	ycgZ	Gene Name
ER3413_1170	b1164	RefSeq Protein ID
ER3413_4622	ER3413_4622	Ensembl Gene ID
ER3413_4622	AIZ54296	Ensembl Protein ID
ER3413_4622	ymgA	Gene Name
ER3413_4622	b1165	RefSeq Protein ID
ER3413_1171	ER3413_1171	Ensembl Gene ID
ER3413_1171	AIZ50959	Ensembl Protein ID
ER3413_1171	ariR	Gene Name
ER3413_1171	b1166	RefSeq Protein ID
ER3413_1172	ER3413_1172	Ensembl Gene ID
ER3413_1172	AIZ50960	Ensembl Protein ID
ER3413_1172	ymgC	Gene Name
ER3413_1172	b1167	RefSeq Protein ID
ER3413_1173	ER3413_1173	Ensembl Gene ID
ER3413_1173	AIZ50961	Ensembl Protein ID
ER3413_1173	ycgG	Gene Name
ER3413_1173	b1168	RefSeq Protein ID
ER3413_1174	ER3413_1174	Ensembl Gene ID
ER3413_1174	AIZ50962	Ensembl Protein ID
ER3413_1174	ymgF	Gene Name
ER3413_1174	b4520	RefSeq Protein ID
ER3413_1179	ER3413_1179	Ensembl Gene ID
ER3413_1179	AIZ50963	Ensembl Protein ID
ER3413_1179	ymgD	Gene Name
ER3413_1179	b1171	RefSeq Protein ID
ER3413_1180	ER3413_1180	Ensembl Gene ID
ER3413_1180	AIZ50965	Ensembl Protein ID
ER3413_1180	ymgG	Gene Name
ER3413_1180	b1172	RefSeq Protein ID
ER3413_1181	ER3413_1181	Ensembl Gene ID
ER3413_1181	AIZ50966	Ensembl Protein ID
ER3413_1181	ymgI	Gene Name
ER3413_1181	b4593	RefSeq Protein ID
ER3413_4535	ER3413_4535	Ensembl Gene ID
ER3413_4535	AIZ54200	Ensembl Protein ID
ER3413_4535	ymgJ	Gene Name
ER3413_4535	b4594	RefSeq Protein ID
ER3413_1184	ER3413_1184	Ensembl Gene ID
ER3413_1184	AIZ50967	Ensembl Protein ID
ER3413_1184	minE	Gene Name
ER3413_1184	b1174	RefSeq Protein ID
ER3413_1185	ER3413_1185	Ensembl Gene ID
ER3413_1185	AIZ50968	Ensembl Protein ID
ER3413_1185	minD	Gene Name
ER3413_1185	b1175	RefSeq Protein ID
ER3413_1186	ER3413_1186	Ensembl Gene ID
ER3413_1186	AIZ50969	Ensembl Protein ID
ER3413_1186	minC	Gene Name
ER3413_1186	b1176	RefSeq Protein ID
ER3413_1187	ER3413_1187	Ensembl Gene ID
ER3413_1187	AIZ50970	Ensembl Protein ID
ER3413_1187	ycgJ	Gene Name
ER3413_1187	b1177	RefSeq Protein ID
ER3413_1188	ER3413_1188	Ensembl Gene ID
ER3413_1188	AIZ50971	Ensembl Protein ID
ER3413_1188	pliG	Gene Name
ER3413_1188	b1178	RefSeq Protein ID
ER3413_1190	ER3413_1190	Ensembl Gene ID
ER3413_1190	AIZ50973	Ensembl Protein ID
ER3413_1190	ycgL	Gene Name
ER3413_1190	b1179	RefSeq Protein ID
ER3413_1191	ER3413_1191	Ensembl Gene ID
ER3413_1191	AIZ50974	Ensembl Protein ID
ER3413_1191	ycgM	Gene Name
ER3413_1191	b1180	RefSeq Protein ID
ER3413_1192	ER3413_1192	Ensembl Gene ID
ER3413_1192	AIZ50975	Ensembl Protein ID
ER3413_1192	ycgN	Gene Name
ER3413_1192	b1181	RefSeq Protein ID
ER3413_1193	ER3413_1193	Ensembl Gene ID
ER3413_1193	AIZ50976	Ensembl Protein ID
ER3413_1193	hlyE	Gene Name
ER3413_1193	b1182	RefSeq Protein ID
ER3413_1194	ER3413_1194	Ensembl Gene ID
ER3413_1194	AIZ50977	Ensembl Protein ID
ER3413_1194	umuD	Gene Name
ER3413_1194	b1183	RefSeq Protein ID
ER3413_1195	ER3413_1195	Ensembl Gene ID
ER3413_1195	AIZ50978	Ensembl Protein ID
ER3413_1195	umuC	Gene Name
ER3413_1195	b1184	RefSeq Protein ID
ER3413_1196	ER3413_1196	Ensembl Gene ID
ER3413_1196	AIZ50979	Ensembl Protein ID
ER3413_1196	dsbB	Gene Name
ER3413_1196	b1185	RefSeq Protein ID
ER3413_1197	ER3413_1197	Ensembl Gene ID
ER3413_1197	AIZ50980	Ensembl Protein ID
ER3413_1197	nhaB	Gene Name
ER3413_1197	b1186	RefSeq Protein ID
ER3413_1198	ER3413_1198	Ensembl Gene ID
ER3413_1198	AIZ50981	Ensembl Protein ID
ER3413_1198	fadR	Gene Name
ER3413_1198	b1187	RefSeq Protein ID
ER3413_1199	ER3413_1199	Ensembl Gene ID
ER3413_1199	AIZ50982	Ensembl Protein ID
ER3413_1199	ycgB	Gene Name
ER3413_1199	b1188	RefSeq Protein ID
ER3413_1200	ER3413_1200	Ensembl Gene ID
ER3413_1200	AIZ50985	Ensembl Protein ID
ER3413_1200	dadA	Gene Name
ER3413_1200	b1189	RefSeq Protein ID
ER3413_1201	ER3413_1201	Ensembl Gene ID
ER3413_1201	AIZ50986	Ensembl Protein ID
ER3413_1201	dadX	Gene Name
ER3413_1201	b1190	RefSeq Protein ID
ER3413_1203	ER3413_1203	Ensembl Gene ID
ER3413_1203	AIZ50987	Ensembl Protein ID
ER3413_1203	cvrA	Gene Name
ER3413_1203	b1191	RefSeq Protein ID
ER3413_1204	ER3413_1204	Ensembl Gene ID
ER3413_1204	AIZ50988	Ensembl Protein ID
ER3413_1204	ldcA	Gene Name
ER3413_1204	b1192	RefSeq Protein ID
ER3413_1205	ER3413_1205	Ensembl Gene ID
ER3413_1205	AIZ50989	Ensembl Protein ID
ER3413_1205	emtA	Gene Name
ER3413_1205	b1193	RefSeq Protein ID
ER3413_1206	ER3413_1206	Ensembl Gene ID
ER3413_1206	AIZ50990	Ensembl Protein ID
ER3413_1206	ycgR	Gene Name
ER3413_1206	b1194	RefSeq Protein ID
ER3413_1207	ER3413_1207	Ensembl Gene ID
ER3413_1207	AIZ50991	Ensembl Protein ID
ER3413_1207	ymgE	Gene Name
ER3413_1207	b1195	RefSeq Protein ID
ER3413_1208	ER3413_1208	Ensembl Gene ID
ER3413_1208	AIZ50992	Ensembl Protein ID
ER3413_1208	ycgY	Gene Name
ER3413_1208	b1196	RefSeq Protein ID
ER3413_1209	ER3413_1209	Ensembl Gene ID
ER3413_1209	AIZ50993	Ensembl Protein ID
ER3413_1209	treA	Gene Name
ER3413_1209	b1197	RefSeq Protein ID
ER3413_1211	ER3413_1211	Ensembl Gene ID
ER3413_1211	AIZ50995	Ensembl Protein ID
ER3413_1211	dhaM	Gene Name
ER3413_1211	b1198	RefSeq Protein ID
ER3413_1212	ER3413_1212	Ensembl Gene ID
ER3413_1212	AIZ50996	Ensembl Protein ID
ER3413_1212	dhaL	Gene Name
ER3413_1212	b1199	RefSeq Protein ID
ER3413_1213	ER3413_1213	Ensembl Gene ID
ER3413_1213	AIZ50997	Ensembl Protein ID
ER3413_1213	dhaK	Gene Name
ER3413_1213	b1200	RefSeq Protein ID
ER3413_1214	ER3413_1214	Ensembl Gene ID
ER3413_1214	AIZ50998	Ensembl Protein ID
ER3413_1214	dhaR	Gene Name
ER3413_1214	b1201	RefSeq Protein ID
ER3413_1215	ER3413_1215	Ensembl Gene ID
ER3413_1215	AIZ50999	Ensembl Protein ID
ER3413_1215	ycgV	Gene Name
ER3413_1215	b1202	RefSeq Protein ID
ER3413_1217	ER3413_1217	Ensembl Gene ID
ER3413_1217	AIZ51000	Ensembl Protein ID
ER3413_1217	ychF	Gene Name
ER3413_1217	b1203	RefSeq Protein ID
ER3413_1218	ER3413_1218	Ensembl Gene ID
ER3413_1218	AIZ51001	Ensembl Protein ID
ER3413_1218	pth	Gene Name
ER3413_1218	b1204	RefSeq Protein ID
ER3413_1219	ER3413_1219	Ensembl Gene ID
ER3413_1219	AIZ51002	Ensembl Protein ID
ER3413_1219	ychH	Gene Name
ER3413_1219	b1205	RefSeq Protein ID
ER3413_1220	ER3413_1220	Ensembl Gene ID
ER3413_1220	AIZ51004	Ensembl Protein ID
ER3413_1220	dauA	Gene Name
ER3413_1220	b1206	RefSeq Protein ID
ER3413_1221	ER3413_1221	Ensembl Gene ID
ER3413_1221	AIZ51005	Ensembl Protein ID
ER3413_1221	prs	Gene Name
ER3413_1221	b1207	RefSeq Protein ID
ER3413_1222	ER3413_1222	Ensembl Gene ID
ER3413_1222	AIZ51006	Ensembl Protein ID
ER3413_1222	ispE	Gene Name
ER3413_1222	b1208	RefSeq Protein ID
ER3413_1223	ER3413_1223	Ensembl Gene ID
ER3413_1223	AIZ51007	Ensembl Protein ID
ER3413_1223	lolB	Gene Name
ER3413_1223	b1209	RefSeq Protein ID
ER3413_1224	ER3413_1224	Ensembl Gene ID
ER3413_1224	AIZ51008	Ensembl Protein ID
ER3413_1224	hemA	Gene Name
ER3413_1224	b1210	RefSeq Protein ID
ER3413_1225	ER3413_1225	Ensembl Gene ID
ER3413_1225	AIZ51009	Ensembl Protein ID
ER3413_1225	prfA	Gene Name
ER3413_1225	b1211	RefSeq Protein ID
ER3413_1226	ER3413_1226	Ensembl Gene ID
ER3413_1226	AIZ51010	Ensembl Protein ID
ER3413_1226	prmC	Gene Name
ER3413_1226	b1212	RefSeq Protein ID
ER3413_1227	ER3413_1227	Ensembl Gene ID
ER3413_1227	AIZ51011	Ensembl Protein ID
ER3413_1227	ychQ	Gene Name
ER3413_1227	b1213	RefSeq Protein ID
ER3413_1228	ER3413_1228	Ensembl Gene ID
ER3413_1228	AIZ51012	Ensembl Protein ID
ER3413_1228	ychA	Gene Name
ER3413_1228	b1214	RefSeq Protein ID
ER3413_1229	ER3413_1229	Ensembl Gene ID
ER3413_1229	AIZ51013	Ensembl Protein ID
ER3413_1229	kdsA	Gene Name
ER3413_1229	b1215	RefSeq Protein ID
ER3413_1230	ER3413_1230	Ensembl Gene ID
ER3413_1230	AIZ51015	Ensembl Protein ID
ER3413_1230	ldrA	Gene Name
ER3413_1230	b4419	RefSeq Protein ID
ER3413_1231	ER3413_1231	Ensembl Gene ID
ER3413_1231	AIZ51016	Ensembl Protein ID
ER3413_1231	ldrB	Gene Name
ER3413_1231	b4421	RefSeq Protein ID
ER3413_1232	ER3413_1232	Ensembl Gene ID
ER3413_1232	AIZ51017	Ensembl Protein ID
ER3413_1232	ldrC	Gene Name
ER3413_1232	b4423	RefSeq Protein ID
ER3413_1233	ER3413_1233	Ensembl Gene ID
ER3413_1233	AIZ51018	Ensembl Protein ID
ER3413_1233	chaA	Gene Name
ER3413_1233	b1216	RefSeq Protein ID
ER3413_1234	ER3413_1234	Ensembl Gene ID
ER3413_1234	AIZ51019	Ensembl Protein ID
ER3413_1234	chaB	Gene Name
ER3413_1234	b1217	RefSeq Protein ID
ER3413_1235	ER3413_1235	Ensembl Gene ID
ER3413_1235	AIZ51020	Ensembl Protein ID
ER3413_1235	chaC	Gene Name
ER3413_1235	b1218	RefSeq Protein ID
ER3413_1236	ER3413_1236	Ensembl Gene ID
ER3413_1236	AIZ51021	Ensembl Protein ID
ER3413_1236	ychN	Gene Name
ER3413_1236	b1219	RefSeq Protein ID
ER3413_1237	ER3413_1237	Ensembl Gene ID
ER3413_1237	AIZ51022	Ensembl Protein ID
ER3413_1237	ychO	Gene Name
ER3413_1237	b1220	RefSeq Protein ID
ER3413_1238	ER3413_1238	Ensembl Gene ID
ER3413_1238	AIZ51023	Ensembl Protein ID
ER3413_1238	narL	Gene Name
ER3413_1238	b1221	RefSeq Protein ID
ER3413_1239	ER3413_1239	Ensembl Gene ID
ER3413_1239	AIZ51024	Ensembl Protein ID
ER3413_1239	narX	Gene Name
ER3413_1239	b1222	RefSeq Protein ID
ER3413_1241	ER3413_1241	Ensembl Gene ID
ER3413_1241	AIZ51026	Ensembl Protein ID
ER3413_1241	narK	Gene Name
ER3413_1241	b1223	RefSeq Protein ID
ER3413_1242	ER3413_1242	Ensembl Gene ID
ER3413_1242	AIZ51027	Ensembl Protein ID
ER3413_1242	narG	Gene Name
ER3413_1242	b1224	RefSeq Protein ID
ER3413_1243	ER3413_1243	Ensembl Gene ID
ER3413_1243	AIZ51028	Ensembl Protein ID
ER3413_1243	narH	Gene Name
ER3413_1243	b1225	RefSeq Protein ID
ER3413_1244	ER3413_1244	Ensembl Gene ID
ER3413_1244	AIZ51029	Ensembl Protein ID
ER3413_1244	narJ	Gene Name
ER3413_1244	b1226	RefSeq Protein ID
ER3413_1245	ER3413_1245	Ensembl Gene ID
ER3413_1245	AIZ51030	Ensembl Protein ID
ER3413_1245	narI	Gene Name
ER3413_1245	b1227	RefSeq Protein ID
ER3413_4596	ER3413_4596	Ensembl Gene ID
ER3413_4596	AIZ54267	Ensembl Protein ID
ER3413_4596	tpr	Gene Name
ER3413_4596	b1229	RefSeq Protein ID
ER3413_1248	ER3413_1248	Ensembl Gene ID
ER3413_1248	AIZ51031	Ensembl Protein ID
ER3413_1248	purU	Gene Name
ER3413_1248	b1232	RefSeq Protein ID
ER3413_1249	ER3413_1249	Ensembl Gene ID
ER3413_1249	AIZ51032	Ensembl Protein ID
ER3413_1249	ychJ	Gene Name
ER3413_1249	b1233	RefSeq Protein ID
ER3413_1250	ER3413_1250	Ensembl Gene ID
ER3413_1250	AIZ51034	Ensembl Protein ID
ER3413_1250	rssA	Gene Name
ER3413_1250	b1234	RefSeq Protein ID
ER3413_1253	ER3413_1253	Ensembl Gene ID
ER3413_1253	AIZ51035	Ensembl Protein ID
ER3413_1253	galU	Gene Name
ER3413_1253	b1236	RefSeq Protein ID
ER3413_1254	ER3413_1254	Ensembl Gene ID
ER3413_1254	AIZ51036	Ensembl Protein ID
ER3413_1254	hns	Gene Name
ER3413_1254	b1237	RefSeq Protein ID
ER3413_1255	ER3413_1255	Ensembl Gene ID
ER3413_1255	AIZ51037	Ensembl Protein ID
ER3413_1255	tdk	Gene Name
ER3413_1255	b1238	RefSeq Protein ID
ER3413_1259	ER3413_1259	Ensembl Gene ID
ER3413_1259	AIZ51038	Ensembl Protein ID
ER3413_1259	adhE	Gene Name
ER3413_1259	b1241	RefSeq Protein ID
ER3413_1260	ER3413_1260	Ensembl Gene ID
ER3413_1260	AIZ51040	Ensembl Protein ID
ER3413_1260	ychE	Gene Name
ER3413_1260	b1242	RefSeq Protein ID
ER3413_1262	ER3413_1262	Ensembl Gene ID
ER3413_1262	AIZ51041	Ensembl Protein ID
ER3413_1262	oppA	Gene Name
ER3413_1262	b1243	RefSeq Protein ID
ER3413_1263	ER3413_1263	Ensembl Gene ID
ER3413_1263	AIZ51042	Ensembl Protein ID
ER3413_1263	oppB	Gene Name
ER3413_1263	b1244	RefSeq Protein ID
ER3413_1264	ER3413_1264	Ensembl Gene ID
ER3413_1264	AIZ51043	Ensembl Protein ID
ER3413_1264	oppC	Gene Name
ER3413_1264	b1245	RefSeq Protein ID
ER3413_1265	ER3413_1265	Ensembl Gene ID
ER3413_1265	AIZ51044	Ensembl Protein ID
ER3413_1265	oppD	Gene Name
ER3413_1265	b1246	RefSeq Protein ID
ER3413_1266	ER3413_1266	Ensembl Gene ID
ER3413_1266	AIZ51045	Ensembl Protein ID
ER3413_1266	oppF	Gene Name
ER3413_1266	b1247	RefSeq Protein ID
ER3413_1267	ER3413_1267	Ensembl Gene ID
ER3413_1267	AIZ51046	Ensembl Protein ID
ER3413_1267	yciU	Gene Name
ER3413_1267	b1248	RefSeq Protein ID
ER3413_1268	ER3413_1268	Ensembl Gene ID
ER3413_1268	AIZ51047	Ensembl Protein ID
ER3413_1268	clsA	Gene Name
ER3413_1268	b1249	RefSeq Protein ID
ER3413_1269	ER3413_1269	Ensembl Gene ID
ER3413_1269	AIZ51048	Ensembl Protein ID
ER3413_1269	yciY	Gene Name
ER3413_1269	b4595	RefSeq Protein ID
ER3413_1270	ER3413_1270	Ensembl Gene ID
ER3413_1270	AIZ51049	Ensembl Protein ID
ER3413_1270	kch	Gene Name
ER3413_1270	b1250	RefSeq Protein ID
ER3413_1271	ER3413_1271	Ensembl Gene ID
ER3413_1271	AIZ51050	Ensembl Protein ID
ER3413_1271	yciI	Gene Name
ER3413_1271	b1251	RefSeq Protein ID
ER3413_1272	ER3413_1272	Ensembl Gene ID
ER3413_1272	AIZ51051	Ensembl Protein ID
ER3413_1272	tonB	Gene Name
ER3413_1272	b1252	RefSeq Protein ID
ER3413_1273	ER3413_1273	Ensembl Gene ID
ER3413_1273	AIZ51052	Ensembl Protein ID
ER3413_1273	yciA	Gene Name
ER3413_1273	b1253	RefSeq Protein ID
ER3413_1274	ER3413_1274	Ensembl Gene ID
ER3413_1274	AIZ51053	Ensembl Protein ID
ER3413_1274	yciB	Gene Name
ER3413_1274	b1254	RefSeq Protein ID
ER3413_1275	ER3413_1275	Ensembl Gene ID
ER3413_1275	AIZ51054	Ensembl Protein ID
ER3413_1275	yciC	Gene Name
ER3413_1275	b1255	RefSeq Protein ID
ER3413_1276	ER3413_1276	Ensembl Gene ID
ER3413_1276	AIZ51055	Ensembl Protein ID
ER3413_1276	ompW	Gene Name
ER3413_1276	b1256	RefSeq Protein ID
ER3413_1277	ER3413_1277	Ensembl Gene ID
ER3413_1277	AIZ51056	Ensembl Protein ID
ER3413_1277	yciE	Gene Name
ER3413_1277	b1257	RefSeq Protein ID
ER3413_1278	ER3413_1278	Ensembl Gene ID
ER3413_1278	AIZ51057	Ensembl Protein ID
ER3413_1278	yciF	Gene Name
ER3413_1278	b1258	RefSeq Protein ID
ER3413_1279	ER3413_1279	Ensembl Gene ID
ER3413_1279	AIZ51058	Ensembl Protein ID
ER3413_1279	yciG	Gene Name
ER3413_1279	b1259	RefSeq Protein ID
ER3413_1280	ER3413_1280	Ensembl Gene ID
ER3413_1280	AIZ51060	Ensembl Protein ID
ER3413_1280	trpA	Gene Name
ER3413_1280	b1260	RefSeq Protein ID
ER3413_1281	ER3413_1281	Ensembl Gene ID
ER3413_1281	AIZ51061	Ensembl Protein ID
ER3413_1281	trpB	Gene Name
ER3413_1281	b1261	RefSeq Protein ID
ER3413_1282	ER3413_1282	Ensembl Gene ID
ER3413_1282	AIZ51062	Ensembl Protein ID
ER3413_1282	trpC	Gene Name
ER3413_1282	b1262	RefSeq Protein ID
ER3413_1283	ER3413_1283	Ensembl Gene ID
ER3413_1283	AIZ51063	Ensembl Protein ID
ER3413_1283	trpD	Gene Name
ER3413_1283	b1263	RefSeq Protein ID
ER3413_1284	ER3413_1284	Ensembl Gene ID
ER3413_1284	AIZ51064	Ensembl Protein ID
ER3413_1284	trpE	Gene Name
ER3413_1284	b1264	RefSeq Protein ID
ER3413_4584	ER3413_4584	Ensembl Gene ID
ER3413_4584	AIZ54254	Ensembl Protein ID
ER3413_4584	trpL	Gene Name
ER3413_4584	b1265	RefSeq Protein ID
ER3413_1285	ER3413_1285	Ensembl Gene ID
ER3413_1285	AIZ51065	Ensembl Protein ID
ER3413_1285	yciV	Gene Name
ER3413_1285	b1266	RefSeq Protein ID
ER3413_1286	ER3413_1286	Ensembl Gene ID
ER3413_1286	AIZ51066	Ensembl Protein ID
ER3413_1286	yciO	Gene Name
ER3413_1286	b1267	RefSeq Protein ID
ER3413_1287	ER3413_1287	Ensembl Gene ID
ER3413_1287	AIZ51067	Ensembl Protein ID
ER3413_1287	yciQ	Gene Name
ER3413_1287	b1268	RefSeq Protein ID
ER3413_1288	ER3413_1288	Ensembl Gene ID
ER3413_1288	AIZ51068	Ensembl Protein ID
ER3413_1288	rluB	Gene Name
ER3413_1288	b1269	RefSeq Protein ID
ER3413_1289	ER3413_1289	Ensembl Gene ID
ER3413_1289	AIZ51069	Ensembl Protein ID
ER3413_1289	btuR	Gene Name
ER3413_1289	b1270	RefSeq Protein ID
ER3413_1290	ER3413_1290	Ensembl Gene ID
ER3413_1290	AIZ51071	Ensembl Protein ID
ER3413_1290	yciK	Gene Name
ER3413_1290	b1271	RefSeq Protein ID
ER3413_1291	ER3413_1291	Ensembl Gene ID
ER3413_1291	AIZ51072	Ensembl Protein ID
ER3413_1291	sohB	Gene Name
ER3413_1291	b1272	RefSeq Protein ID
ER3413_1292	ER3413_1292	Ensembl Gene ID
ER3413_1292	AIZ51073	Ensembl Protein ID
ER3413_1292	yciN	Gene Name
ER3413_1292	b1273	RefSeq Protein ID
ER3413_1293	ER3413_1293	Ensembl Gene ID
ER3413_1293	AIZ51074	Ensembl Protein ID
ER3413_1293	topA	Gene Name
ER3413_1293	b1274	RefSeq Protein ID
ER3413_1294	ER3413_1294	Ensembl Gene ID
ER3413_1294	AIZ51075	Ensembl Protein ID
ER3413_1294	cysB	Gene Name
ER3413_1294	b1275	RefSeq Protein ID
ER3413_1295	ER3413_1295	Ensembl Gene ID
ER3413_1295	AIZ51076	Ensembl Protein ID
ER3413_1295	ymiA	Gene Name
ER3413_1295	b4522	RefSeq Protein ID
ER3413_1296	ER3413_1296	Ensembl Gene ID
ER3413_1296	AIZ51077	Ensembl Protein ID
ER3413_1296	yciX	Gene Name
ER3413_1296	b4523	RefSeq Protein ID
ER3413_1297	ER3413_1297	Ensembl Gene ID
ER3413_1297	AIZ51078	Ensembl Protein ID
ER3413_1297	acnA	Gene Name
ER3413_1297	b1276	RefSeq Protein ID
ER3413_1298	ER3413_1298	Ensembl Gene ID
ER3413_1298	AIZ51079	Ensembl Protein ID
ER3413_1298	ribA	Gene Name
ER3413_1298	b1277	RefSeq Protein ID
ER3413_1299	ER3413_1299	Ensembl Gene ID
ER3413_1299	AIZ51080	Ensembl Protein ID
ER3413_1299	pgpB	Gene Name
ER3413_1299	b1278	RefSeq Protein ID
ER3413_1300	ER3413_1300	Ensembl Gene ID
ER3413_1300	AIZ51083	Ensembl Protein ID
ER3413_1300	yciS	Gene Name
ER3413_1300	b1279	RefSeq Protein ID
ER3413_1301	ER3413_1301	Ensembl Gene ID
ER3413_1301	AIZ51084	Ensembl Protein ID
ER3413_1301	yciM	Gene Name
ER3413_1301	b1280	RefSeq Protein ID
ER3413_1303	ER3413_1303	Ensembl Gene ID
ER3413_1303	AIZ51085	Ensembl Protein ID
ER3413_1303	pyrF	Gene Name
ER3413_1303	b1281	RefSeq Protein ID
ER3413_1304	ER3413_1304	Ensembl Gene ID
ER3413_1304	AIZ51086	Ensembl Protein ID
ER3413_1304	yciH	Gene Name
ER3413_1304	b1282	RefSeq Protein ID
ER3413_1305	ER3413_1305	Ensembl Gene ID
ER3413_1305	AIZ51087	Ensembl Protein ID
ER3413_1305	osmB	Gene Name
ER3413_1305	b1283	RefSeq Protein ID
ER3413_1308	ER3413_1308	Ensembl Gene ID
ER3413_1308	AIZ51088	Ensembl Protein ID
ER3413_1308	yciZ	Gene Name
ER3413_1308	b4596	RefSeq Protein ID
ER3413_1309	ER3413_1309	Ensembl Gene ID
ER3413_1309	AIZ51089	Ensembl Protein ID
ER3413_1309	gmr	Gene Name
ER3413_1309	b1285	RefSeq Protein ID
ER3413_4604	ER3413_4604	Ensembl Gene ID
ER3413_4604	AIZ54276	Ensembl Protein ID
ER3413_4604	ymiB	Gene Name
ER3413_4604	b4672	RefSeq Protein ID
ER3413_1310	ER3413_1310	Ensembl Gene ID
ER3413_1310	AIZ51091	Ensembl Protein ID
ER3413_1310	rnb	Gene Name
ER3413_1310	b1286	RefSeq Protein ID
ER3413_1311	ER3413_1311	Ensembl Gene ID
ER3413_1311	AIZ51092	Ensembl Protein ID
ER3413_1311	yciW	Gene Name
ER3413_1311	b1287	RefSeq Protein ID
ER3413_1312	ER3413_1312	Ensembl Gene ID
ER3413_1312	AIZ51093	Ensembl Protein ID
ER3413_1312	fabI	Gene Name
ER3413_1312	b1288	RefSeq Protein ID
ER3413_1313	ER3413_1313	Ensembl Gene ID
ER3413_1313	AIZ51094	Ensembl Protein ID
ER3413_1313	ycjD	Gene Name
ER3413_1313	b1289	RefSeq Protein ID
ER3413_1314	ER3413_1314	Ensembl Gene ID
ER3413_1314	AIZ51095	Ensembl Protein ID
ER3413_1314	sapF	Gene Name
ER3413_1314	b1290	RefSeq Protein ID
ER3413_1315	ER3413_1315	Ensembl Gene ID
ER3413_1315	AIZ51096	Ensembl Protein ID
ER3413_1315	sapD	Gene Name
ER3413_1315	b1291	RefSeq Protein ID
ER3413_1316	ER3413_1316	Ensembl Gene ID
ER3413_1316	AIZ51097	Ensembl Protein ID
ER3413_1316	sapC	Gene Name
ER3413_1316	b1292	RefSeq Protein ID
ER3413_1317	ER3413_1317	Ensembl Gene ID
ER3413_1317	AIZ51098	Ensembl Protein ID
ER3413_1317	sapB	Gene Name
ER3413_1317	b1293	RefSeq Protein ID
ER3413_1318	ER3413_1318	Ensembl Gene ID
ER3413_1318	AIZ51099	Ensembl Protein ID
ER3413_1318	sapA	Gene Name
ER3413_1318	b1294	RefSeq Protein ID
ER3413_1319	ER3413_1319	Ensembl Gene ID
ER3413_1319	AIZ51100	Ensembl Protein ID
ER3413_1319	ymjA	Gene Name
ER3413_1319	b1295	RefSeq Protein ID
ER3413_1320	ER3413_1320	Ensembl Gene ID
ER3413_1320	AIZ51102	Ensembl Protein ID
ER3413_1320	puuP	Gene Name
ER3413_1320	b1296	RefSeq Protein ID
ER3413_1321	ER3413_1321	Ensembl Gene ID
ER3413_1321	AIZ51103	Ensembl Protein ID
ER3413_1321	puuA	Gene Name
ER3413_1321	b1297	RefSeq Protein ID
ER3413_1324	ER3413_1324	Ensembl Gene ID
ER3413_1324	AIZ51104	Ensembl Protein ID
ER3413_1324	puuD	Gene Name
ER3413_1324	b1298	RefSeq Protein ID
ER3413_1325	ER3413_1325	Ensembl Gene ID
ER3413_1325	AIZ51105	Ensembl Protein ID
ER3413_1325	puuR	Gene Name
ER3413_1325	b1299	RefSeq Protein ID
ER3413_1326	ER3413_1326	Ensembl Gene ID
ER3413_1326	AIZ51106	Ensembl Protein ID
ER3413_1326	puuC	Gene Name
ER3413_1326	b1300	RefSeq Protein ID
ER3413_1327	ER3413_1327	Ensembl Gene ID
ER3413_1327	AIZ51107	Ensembl Protein ID
ER3413_1327	puuB	Gene Name
ER3413_1327	b1301	RefSeq Protein ID
ER3413_1328	ER3413_1328	Ensembl Gene ID
ER3413_1328	AIZ51108	Ensembl Protein ID
ER3413_1328	puuE	Gene Name
ER3413_1328	b1302	RefSeq Protein ID
ER3413_1329	ER3413_1329	Ensembl Gene ID
ER3413_1329	AIZ51109	Ensembl Protein ID
ER3413_1329	pspF	Gene Name
ER3413_1329	b1303	RefSeq Protein ID
ER3413_1330	ER3413_1330	Ensembl Gene ID
ER3413_1330	AIZ51111	Ensembl Protein ID
ER3413_1330	pspA	Gene Name
ER3413_1330	b1304	RefSeq Protein ID
ER3413_1331	ER3413_1331	Ensembl Gene ID
ER3413_1331	AIZ51112	Ensembl Protein ID
ER3413_1331	pspB	Gene Name
ER3413_1331	b1305	RefSeq Protein ID
ER3413_1332	ER3413_1332	Ensembl Gene ID
ER3413_1332	AIZ51113	Ensembl Protein ID
ER3413_1332	pspC	Gene Name
ER3413_1332	b1306	RefSeq Protein ID
