ykoX_BSUBT
rplW_BSUBT
guaB_BSUBT
mnmA_BSUBT
infB_BSUBT
glpF_BSUBT
ylbN_BSUBT
pyk_BSUBT
licC_BSUBT
hag_BSUBT
tdh_BSUBT
licH_BSUBT
rapA_BSUBT
yvrC_BSUBT
sucC_BSUBT
ykwC_BSUBT
rpoC_BSUBT
lipA_BSUBT
atpH_BSUBT
pfkA_BSUBT
tsaB_BSUBT
sufB_BSUBT
ldh_BSUBT
atpA_BSUBT
rplS_BSUBT
uvrB_BSUBT
pncB_BSUBT
pabC_BSUBT
yhjA_BSUBT
pgi_BSUBT
bkdB_BSUBT
yqaP_BSUBT
rnpZA_BSUBT
glcD_BSUBT
fliG_BSUBT
glpD_BSUBT
ywjH_BSUBT
rplR_BSUBT
ybbR_BSUBT
yncM_BSUBT
rbsA_BSUBT
ywsB_BSUBT
ysnF_BSUBT
bcd_BSUBT
parA_BSUBT
yfjO_BSUBT
ansA_BSUBT
ltaSA_BSUBT
ysxB_BSUBT
rpsJ_BSUBT
mleN_BSUBT
yuxH_BSUBT
rttG_BSUBT
yqjD_BSUBT
treA_BSUBT
hbs_BSUBT
thiI_BSUBT
gtaB_BSUBT
gltX_BSUBT
rplB_BSUBT
ytpP_BSUBT
mraY_BSUBT
ilvK_BSUBT
deoC_BSUBT
rpsT_BSUBT
yjbQ_BSUBT
rplE_BSUBT
tyrA_BSUBT
resE_BSUBT
fhuD_BSUBT
yqjQ_BSUBT
eno_BSUBT
miaB_BSUBT
ykqA_BSUBT
ktrC_BSUBT
gudB_BSUBT
ypmR_BSUBT
yrrT_BSUBT
ftsZ_BSUBT
ypwA_BSUBT
moeA_BSUBT
yydD_BSUBT
yuaD_BSUBT
rapG_BSUBT
folD_BSUBT
yjdF_BSUBT
yunB_BSUBT
sufS_BSUBT
treP_BSUBT
purA_BSUBT
ispD_BSUBT
sbcE_BSUBT
dhbE_BSUBT
sdhA_BSUBT
pycA_BSUBT
atpC_BSUBT
pksJ_BSUBT
katA_BSUBT
gltT_BSUBT
bkdAA_BSUBT
yneT_BSUBT
hemAT_BSUBT
srfAC_BSUBT
ykuG_BSUBT
ywjG_BSUBT
ffh_BSUBT
htpG_BSUBT
panB_BSUBT
yhxA_BSUBT
ymfF_BSUBT
dnaK_BSUBT
yhcF_BSUBT
rpsM_BSUBT
clpC_BSUBT
yqxD_BSUBT
wapA_BSUBT
tpiA_BSUBT
pduO_BSUBT
argS_BSUBT
rbsR_BSUBT
natB_BSUBT
lonA_BSUBT
purR_BSUBT
yqeG_BSUBT
ytpQ_BSUBT
yflT_BSUBT
yrkQ_BSUBT
yerB_BSUBT
msmE_BSUBT
mdh_BSUBT
yjcH_BSUBT
cstA_BSUBT
upp_BSUBT
ptb_BSUBT
acoA_BSUBT
xkdF_BSUBT
rplP_BSUBT
licT_BSUBT
pgcA_BSUBT
fabD_BSUBT
mntA_BSUBT
yqxC_BSUBT
gatA_BSUBT
rplJ_BSUBT
bshA_BSUBT
nusA_BSUBT
bglC_BSUBT
lctP_BSUBT
oxaAA_BSUBT
mreB_BSUBT
pnpA_BSUBT
rplL_BSUBT
rplA_BSUBT
ypuA_BSUBT
fabI_BSUBT
cggR_BSUBT
rlmN_BSUBT
flgL_BSUBT
licB_BSUBT
yutD_BSUBT
resC_BSUBT
pepF_BSUBT
oppF_BSUBT
cssR_BSUBT
flhA_BSUBT
ppaC_BSUBT
gmuR_BSUBT
glcF_BSUBT
gmuG_BSUBT
dat_BSUBT
citZ_BSUBT
licA_BSUBT
ung_BSUBT
cccB_BSUBT
purB_BSUBT
iolE_BSUBT
dusB_BSUBT
ywoF_BSUBT
ytlP_BSUBT
pgk_BSUBT
tsf_BSUBT
rplI_BSUBT
accC_BSUBT
yloV_BSUBT
sodA_BSUBT
nrnA_BSUBT
rpmD_BSUBT
metK_BSUBT
yvdD_BSUBT
aspB_BSUBT
ydeS_BSUBT
pheA_BSUBT
yqfA_BSUBT
yhcK_BSUBT
yoxD_BSUBT
prsA_BSUBT
topA_BSUBT
smpB_BSUBT
glpT_BSUBT
truA_BSUBT
moaA_BSUBT
aroC_BSUBT
clpQ_BSUBT
qcrA_BSUBT
dltE_BSUBT
murE_BSUBT
lplJ_BSUBT
rpoB_BSUBT
fadN_BSUBT
ald_BSUBT
ypvA_BSUBT
hepA_BSUBT
yvgM_BSUBT
murAB_BSUBT
ytsJ_BSUBT
yvyI_BSUBT
yueD_BSUBT
thiL_BSUBT
yaaK_BSUBT
walK_BSUBT
ytnA_BSUBT
yvcD_BSUBT
yxeH_BSUBT
engD_BSUBT
atpB_BSUBT
rpsO_BSUBT
yabR_BSUBT
recX_BSUBT
rnc_BSUBT
oppA_BSUBT
cwlO_BSUBT
hisS_BSUBT
cshA_BSUBT
yrpD_BSUBT
ywmB_BSUBT
ytjP_BSUBT
yyzE_BSUBT
rpsU_BSUBT
yumC_BSUBT
ligA_BSUBT
tcyA_BSUBT
xseA_BSUBT
nadD_BSUBT
dapB_BSUBT
rpsR_BSUBT
gltB_BSUBT
rsbRC_BSUBT
gatB_BSUBT
rplQ_BSUBT
yueB_BSUBT
fabG_BSUBT
pbpC_BSUBT
adeC_BSUBT
dnaC_BSUBT
yloA_BSUBT
gmuD_BSUBT
psd_BSUBT
nucA_BSUBT
yodJ_BSUBT
prkC_BSUBT
suhB_BSUBT
clpX_BSUBT
menB_BSUBT
atpE_BSUBT
ylxM_BSUBT
degS_BSUBT
speA_BSUBT
lysS_BSUBT
dnaJ_BSUBT
htrC_BSUBT
yncB_BSUBT
ltaSB_BSUBT
pbpD_BSUBT
glpQA_BSUBT
rpsQ_BSUBT
dxr_BSUBT
yvcJ_BSUBT
engA_BSUBT
rnjB_BSUBT
rpmGB_BSUBT
epsD_BSUBT
sacA_BSUBT
pbpI_BSUBT
tagO_BSUBT
gmuB_BSUBT
rpsI_BSUBT
apt_BSUBT
yvaK_BSUBT
bipA_BSUBT
gmuF_BSUBT
yjlC_BSUBT
rimI_BSUBT
yheN_BSUBT
scoC_BSUBT
dacC_BSUBT
dhbC_BSUBT
icd_BSUBT
lutB_BSUBT
mntD_BSUBT
ymfI_BSUBT
infC_BSUBT
mmsA_BSUBT
ygxA_BSUBT
rsbW_BSUBT
rpsNA_BSUBT
smc_BSUBT
proG_BSUBT
pta_BSUBT
divIVA_BSUBT
galK_BSUBT
gpsA_BSUBT
lytE_BSUBT
mntC_BSUBT
yceG_BSUBT
iolF_BSUBT
secG_BSUBT
ndoAI_BSUBT
asnB_BSUBT
ylmG_BSUBT
rsbU_BSUBT
citB_BSUBT
iolD_BSUBT
odhB_BSUBT
alaS_BSUBT
galM_BSUBT
gene:BSU11382_BSUBT
qoxC_BSUBT
putC_BSUBT
yerO_BSUBT
ytnP_BSUBT
ydbA_BSUBT
yvrP_BSUBT
rny_BSUBT
lutC_BSUBT
ylxX_BSUBT
tyrS_BSUBT
htpX_BSUBT
ribC_BSUBT
feuA_BSUBT
yjgD_BSUBT
nrdE_BSUBT
ywrF_BSUBT
resB_BSUBT
rbsB_BSUBT
ylxW_BSUBT
bsuRC_BSUBT
xylA_BSUBT
yddS_BSUBT
ywtF_BSUBT
lpdV_BSUBT
murAA_BSUBT
lrgA_BSUBT
lrgB_BSUBT
yukJ_BSUBT
yjhA_BSUBT
yqxI_BSUBT
gcvPA_BSUBT
dhbA_BSUBT
melA_BSUBT
amyE_BSUBT
pncA_BSUBT
rocA_BSUBT
sat_BSUBT
rplNA_BSUBT
ykaA_BSUBT
rbn_BSUBT
salA_BSUBT
efeU_BSUBT
ftsE_BSUBT
zwf_BSUBT
yxdL_BSUBT
sdhC_BSUBT
yocH_BSUBT
defA_BSUBT
queF_BSUBT
trmK_BSUBT
sppA_BSUBT
mtlD_BSUBT
ytxJ_BSUBT
dnaG_BSUBT
hprK_BSUBT
rpmH_BSUBT
ysxC_BSUBT
cycB_BSUBT
yrrS_BSUBT
xynC_BSUBT
gltC_BSUBT
skfB_BSUBT
cccA_BSUBT
yqgA_BSUBT
xkdK_BSUBT
xkdV_BSUBT
pksM_BSUBT
fliD_BSUBT
bdbC_BSUBT
rbsK_BSUBT
yrhF_BSUBT
flgK_BSUBT
yufK_BSUBT
katE_BSUBT
mntH_BSUBT
fliM_BSUBT
yfnA_BSUBT
rnjA_BSUBT
recJ_BSUBT
atpD_BSUBT
yqhT_BSUBT
ywdF_BSUBT
xynA_BSUBT
yvzF_BSUBT
yqgX_BSUBT
gntZ_BSUBT
fer_BSUBT
mtlA_BSUBT
yfkJ_BSUBT
gcaD_BSUBT
acpA_BSUBT
yjlB_BSUBT
ftsA_BSUBT
mleA_BSUBT
comP_BSUBT
fhuC_BSUBT
rnr_BSUBT
hemD_BSUBT
yqfF_BSUBT
pyrG_BSUBT
noc_BSUBT
recD_BSUBT
vpr_BSUBT
ydjE_BSUBT
yfkN_BSUBT
flgE_BSUBT
sdhB_BSUBT
rttL_BSUBT
tpx_BSUBT
sufC_BSUBT
rtbJ_BSUBT
zosA_BSUBT
helD_BSUBT
treR_BSUBT
ydhE_BSUBT
feuC_BSUBT
panC_BSUBT
ccpC_BSUBT
natK_BSUBT
rocE_BSUBT
dctP_BSUBT
amyC_BSUBT
yfmC_BSUBT
glmM_BSUBT
hflX_BSUBT
trmB_BSUBT
yukE_BSUBT
ctaD_BSUBT
yfkM_BSUBT
tmk_BSUBT
prpC_BSUBT
relP_BSUBT
araR_BSUBT
mdxF_BSUBT
groES_BSUBT
mbl_BSUBT
sigA_BSUBT
ansB_BSUBT
yqzD_BSUBT
cheB_BSUBT
fadR_BSUBT
bshR_BSUBT
bshBB_BSUBT
mdr_BSUBT
ydjO_BSUBT
ezrA_BSUBT
pksC_BSUBT
yusV_BSUBT
spoIIAB_BSUBT
phoE_BSUBT
metS_BSUBT
clpP_BSUBT
tagF_BSUBT
bioYB_BSUBT
secDF_BSUBT
tgt_BSUBT
dnaE_BSUBT
yubA_BSUBT
degU_BSUBT
minD_BSUBT
rsmI_BSUBT
polYA_BSUBT
rpsP_BSUBT
murD_BSUBT
yerA_BSUBT
ispE_BSUBT
queA_BSUBT
ybxB_BSUBT
yhbJ_BSUBT
folEA_BSUBT
gene:BSU32960_BSUBT
pbpX_BSUBT
nagZ_BSUBT
iolS_BSUBT
qcrC_BSUBT
besA_BSUBT
msmX_BSUBT
clpY_BSUBT
fbp_BSUBT
ykuO_BSUBT
kbl_BSUBT
yfjC_BSUBT
yxiE_BSUBT
yfmQ_BSUBT
ygaF_BSUBT
nudF_BSUBT
alsD_BSUBT
resA_BSUBT
grpE_BSUBT
ispH_BSUBT
ecsA_BSUBT
yloC_BSUBT
sbcC_BSUBT
yugH_BSUBT
ispG_BSUBT
ytzA_BSUBT
pbuO_BSUBT
plsX_BSUBT
rsbRB_BSUBT
ywfO_BSUBT
rpmJ_BSUBT
yabM_BSUBT
cdnD_BSUBT
yojA_BSUBT
yxaL_BSUBT
sipU_BSUBT
pbpA_BSUBT
yxiP_BSUBT
etfA_BSUBT
epr_BSUBT
fadE_BSUBT
yrzR_BSUBT
efeN_BSUBT
mntR_BSUBT
yoyC_BSUBT
yugI_BSUBT
yuxO_BSUBT
mtnN_BSUBT
speE_BSUBT
parC_BSUBT
folC_BSUBT
rsmB_BSUBT
yerI_BSUBT
trxB_BSUBT
yvkA_BSUBT
ygaE_BSUBT
rpmGA_BSUBT
ydhH_BSUBT
accD_BSUBT
comFB_BSUBT
hslR_BSUBT
yrrK_BSUBT
accA_BSUBT
cdd_BSUBT
yvbW_BSUBT
nusB_BSUBT
nusG_BSUBT
yxeB_BSUBT
dapA_BSUBT
pbpB_BSUBT
mcpB_BSUBT
moaC_BSUBT
rex_BSUBT
dgk_BSUBT
yhgE_BSUBT
murB_BSUBT
ycnI_BSUBT
mtaB_BSUBT
galT_BSUBT
yyaE_BSUBT
bkdR_BSUBT
trmFO_BSUBT
murC_BSUBT
bglH_BSUBT
yhfT_BSUBT
nadE_BSUBT
rimP_BSUBT
pyrH_BSUBT
ndh_BSUBT
yaaQ_BSUBT
flgD_BSUBT
aroH_BSUBT
ypbD_BSUBT
glyS_BSUBT
opuD_BSUBT
serC_BSUBT
ypqE_BSUBT
yfhC_BSUBT
opuAA_BSUBT
minC_BSUBT
sigB_BSUBT
iseA_BSUBT
hpf_BSUBT
hmoA_BSUBT
mutY_BSUBT
ydiF_BSUBT
albA_BSUBT
qoxD_BSUBT
yhaR_BSUBT
fliP_BSUBT
yqjE_BSUBT
yfhO_BSUBT
folB_BSUBT
aroX_BSUBT
yvgN_BSUBT
serS_BSUBT
aroF_BSUBT
iolC_BSUBT
rplT_BSUBT
dnaI_BSUBT
swrC_BSUBT
sigW_BSUBT
gabD_BSUBT
yvyF_BSUBT
yuzN_BSUBT
ybaR_BSUBT
ahrC_BSUBT
yceE_BSUBT
bslA_BSUBT
hepS_BSUBT
addB_BSUBT
rdgB_BSUBT
ccpA_BSUBT
yrdC_BSUBT
radC_BSUBT
flgM_BSUBT
ftsR_BSUBT
ltaSP_BSUBT
yceF_BSUBT
trmF_BSUBT
catE_BSUBT
glyQ_BSUBT
fmt_BSUBT
rsmE_BSUBT
yeeI_BSUBT
ytkP_BSUBT
yitL_BSUBT
nap_BSUBT
yabP_BSUBT
sigX_BSUBT
yfmM_BSUBT
ppnKB_BSUBT
nupC_BSUBT
yobQ_BSUBT
dusC_BSUBT
fur_BSUBT
tatCY_BSUBT
yxjH_BSUBT
thiD_BSUBT
ctc_BSUBT
rsbRA_BSUBT
cysK_BSUBT
rseP_BSUBT
yobI_BSUBT
yjoA_BSUBT
yisT_BSUBT
spoVG_BSUBT
yutE_BSUBT
tagA_BSUBT
ilvC_BSUBT
yfiY_BSUBT
ypsA_BSUBT
lgt_BSUBT
yqxK_BSUBT
mcsB_BSUBT
yvaA_BSUBT
ykyB_BSUBT
yhfK_BSUBT
yojE_BSUBT
hemZ_BSUBT
rsmG_BSUBT
yceD_BSUBT
rtbE_BSUBT
walJ_BSUBT
ytmA_BSUBT
ytxD_BSUBT
yceC_BSUBT
yqeH_BSUBT
yxdK_BSUBT
yaaT_BSUBT
fadB_BSUBT
comA_BSUBT
pdaC_BSUBT
coaBC_BSUBT
yabJ_BSUBT
ppiB_BSUBT
pepA_BSUBT
sacC_BSUBT
yxlH_BSUBT
gutB_BSUBT
iscSA_BSUBT
lspA_BSUBT
yvjA_BSUBT
pheS_BSUBT
yrvJ_BSUBT
rpoZ_BSUBT
coaD_BSUBT
dltD_BSUBT
ybfK_BSUBT
mreC_BSUBT
pbuE_BSUBT
rho_BSUBT
spoIIIE_BSUBT
yaaR_BSUBT
yjqA_BSUBT
mtlR_BSUBT
mreD_BSUBT
yceH_BSUBT
bsuRB_BSUBT
yjoB_BSUBT
yheG_BSUBT
spoVT_BSUBT
ycsA_BSUBT
yczJ_BSUBT
ybxG_BSUBT
albB_BSUBT
mlpA_BSUBT
mgfK_BSUBT
yxeN_BSUBT
gcvPB_BSUBT
aspS_BSUBT
hemH_BSUBT
ywtE_BSUBT
flhB_BSUBT
yqzC_BSUBT
lytD_BSUBT
ytaF_BSUBT
murF_BSUBT
sigH_BSUBT
secA_BSUBT
rsbX_BSUBT
yrbE_BSUBT
yfmS_BSUBT
oppB_BSUBT
yezG_BSUBT
bglP_BSUBT
proI_BSUBT
ppnKA_BSUBT
yheA_BSUBT
fabHB_BSUBT
era_BSUBT
yitY_BSUBT
ywtG_BSUBT
pcrA_BSUBT
spoVE_BSUBT
obg_BSUBT
acsA_BSUBT
ydbT_BSUBT
nhaC_BSUBT
yknW_BSUBT
pdxS_BSUBT
yflA_BSUBT
yhcX_BSUBT
rsgI_BSUBT
amyD_BSUBT
ywhD_BSUBT
ywdJ_BSUBT
yxzG_BSUBT
tagE_BSUBT
yxlA_BSUBT
deoD_BSUBT
ytrD_BSUBT
ykuP_BSUBT
pabA_BSUBT
mobB_BSUBT
ylqG_BSUBT
yclQ_BSUBT
kduI_BSUBT
tilS_BSUBT
moaE_BSUBT
ytcA_BSUBT
pbpF_BSUBT
hemL_BSUBT
rok_BSUBT
yutJ_BSUBT
iscSB_BSUBT
cca_BSUBT
walR_BSUBT
yhfP_BSUBT
fruR_BSUBT
addA_BSUBT
hemY_BSUBT
queE_BSUBT
yvmA_BSUBT
ytrP_BSUBT
ykuJ_BSUBT
ykuK_BSUBT
pel_BSUBT
rlmCD_BSUBT
rsiX_BSUBT
yrhE_BSUBT
yurR_BSUBT
gutR_BSUBT
ftsY_BSUBT
yvbJ_BSUBT
ytcJ_BSUBT
purT_BSUBT
proA_BSUBT
recO_BSUBT
xre_BSUBT
ruvA_BSUBT
comQ_BSUBT
ugtP_BSUBT
ylaL_BSUBT
cshB_BSUBT
cymR_BSUBT
trpS_BSUBT
tlpC_BSUBT
tdk_BSUBT
yhfQ_BSUBT
aroD_BSUBT
menD_BSUBT
mccA_BSUBT
spo0M_BSUBT
gmuC_BSUBT
ylqB_BSUBT
ytvA_BSUBT
dacA_BSUBT
yfmJ_BSUBT
ripX_BSUBT
yqiW_BSUBT
yneF_BSUBT
mecB_BSUBT
yyaL_BSUBT
codY_BSUBT
yoaT_BSUBT
rluB_BSUBT
rbsD_BSUBT
ktrD_BSUBT
yybS_BSUBT
liaG_BSUBT
aroA_BSUBT
ywqB_BSUBT
ydeG_BSUBT
lepA_BSUBT
nfrAA_BSUBT
rsh_BSUBT
bdhA_BSUBT
srfAD_BSUBT
yqgC_BSUBT
rimM_BSUBT
whiA_BSUBT
blt_BSUBT
cwlS_BSUBT
gpsB_BSUBT
fliK_BSUBT
ydzA_BSUBT
iolH_BSUBT
ywzC_BSUBT
ywqH_BSUBT
ykzC_BSUBT
gcvH_BSUBT
dnaH_BSUBT
yvrG_BSUBT
sigD_BSUBT
yobM_BSUBT
bshBA_BSUBT
folK_BSUBT
pabB_BSUBT
ackA_BSUBT
uup_BSUBT
ndk_BSUBT
iolG_BSUBT
luxS_BSUBT
ctaC_BSUBT
liaF_BSUBT
ytkA_BSUBT
ycgQ_BSUBT
fhuG_BSUBT
dynA_BSUBT
yydB_BSUBT
abrB_BSUBT
efeM_BSUBT
yrrN_BSUBT
ybeC_BSUBT
hom_BSUBT
pgl_BSUBT
yjbI_BSUBT
phoP_BSUBT
yuaG_BSUBT
menE_BSUBT
yjbL_BSUBT
ypiA_BSUBT
natA_BSUBT
exoA_BSUBT
ctaA_BSUBT
yfmT_BSUBT
yheB_BSUBT
alsT_BSUBT
yugJ_BSUBT
gntP_BSUBT
queC_BSUBT
tagG_BSUBT
bsuMB_BSUBT
guaC_BSUBT
ytrB_BSUBT
yraA_BSUBT
mrpA_BSUBT
ywiB_BSUBT
ynbB_BSUBT
yvcR_BSUBT
ypbG_BSUBT
yhdT_BSUBT
acuB_BSUBT
ydbI_BSUBT
ysaA_BSUBT
ftsX_BSUBT
yvyG_BSUBT
gsaB_BSUBT
sspE_BSUBT
hrcA_BSUBT
yusO_BSUBT
lytR_BSUBT
dck_BSUBT
codV_BSUBT
ylmH_BSUBT
yydA_BSUBT
yrrO_BSUBT
yabN_BSUBT
yqgU_BSUBT
ybgA_BSUBT
murG_BSUBT
cheA_BSUBT
yqhY_BSUBT
yndG_BSUBT
ylqD_BSUBT
mutSB_BSUBT
ybfM_BSUBT
yslB_BSUBT
pbpH_BSUBT
alrA_BSUBT
lutA_BSUBT
yazB_BSUBT
yqeZ_BSUBT
trmD_BSUBT
mreBH_BSUBT
yclN_BSUBT
ymcA_BSUBT
bacG_BSUBT
thrC_BSUBT
yqjL_BSUBT
yxiM_BSUBT
dapF_BSUBT
xynP_BSUBT
mfd_BSUBT
ycgG_BSUBT
ywjA_BSUBT
rpmB_BSUBT
yusG_BSUBT
gene:BSU26558_BSUBT
ytxH_BSUBT
yvlB_BSUBT
yktA_BSUBT
walH_BSUBT
yvoD_BSUBT
yxeI_BSUBT
mgsA_BSUBT
rsfS_BSUBT
pdp_BSUBT
ykvS_BSUBT
yvcP_BSUBT
ywlF_BSUBT
ytpA_BSUBT
yvoF_BSUBT
yozB_BSUBT
yrrB_BSUBT
mrgA_BSUBT
pbuG_BSUBT
yodF_BSUBT
tsaD_BSUBT
jag_BSUBT
purD_BSUBT
rpmEA_BSUBT
fabZ_BSUBT
ygzD_BSUBT
ytpB_BSUBT
ywhA_BSUBT
dltC_BSUBT
rodA_BSUBT
ypmB_BSUBT
araA_BSUBT
opuAC_BSUBT
ypdA_BSUBT
csbC_BSUBT
cysE_BSUBT
ytxC_BSUBT
opuCA_BSUBT
ksgA_BSUBT
rsmD_BSUBT
ypmA_BSUBT
hemB_BSUBT
purL_BSUBT
yacL_BSUBT
ydeA_BSUBT
cspB_BSUBT
yfkA_BSUBT
ypgR_BSUBT
perR_BSUBT
ybbA_BSUBT
yvcN_BSUBT
nagBA_BSUBT
putR_BSUBT
nupG_BSUBT
msmR_BSUBT
menF_BSUBT
yyaB_BSUBT
yrvM_BSUBT
pbpE_BSUBT
cydA_BSUBT
dhbB_BSUBT
ppsB_BSUBT
ribH_BSUBT
ycgT_BSUBT
nasE_BSUBT
yobO_BSUBT
gltP_BSUBT
disA_BSUBT
feuB_BSUBT
ppsA_BSUBT
yvhJ_BSUBT
levF_BSUBT
ynaI_BSUBT
putP_BSUBT
qcrB_BSUBT
amiE_BSUBT
yqjN_BSUBT
ytxK_BSUBT
yxlG_BSUBT
proH_BSUBT
dagK_BSUBT
ywdA_BSUBT
cheY_BSUBT
ymfM_BSUBT
yjbC_BSUBT
ppsE_BSUBT
pgdS_BSUBT
yhaI_BSUBT
dapG_BSUBT
fliL_BSUBT
yxkF_BSUBT
lytC_BSUBT
yhfE_BSUBT
yhdX_BSUBT
ytpR_BSUBT
phoH_BSUBT
gene:BSU11381_BSUBT
metE_BSUBT
oppD_BSUBT
ilvB_BSUBT
yjbO_BSUBT
gcvT_BSUBT
xkdI_BSUBT
pepT_BSUBT
divIB_BSUBT
aroB_BSUBT
ysmB_BSUBT
racE_BSUBT
cydB_BSUBT
maeN_BSUBT
hemE_BSUBT
ypjD_BSUBT
hemC_BSUBT
purQ_BSUBT
gmuE_BSUBT
gspA_BSUBT
yvfH_BSUBT
acuC_BSUBT
pksR_BSUBT
rocD_BSUBT
pksE_BSUBT
priA_BSUBT
tsaC_BSUBT
yetH_BSUBT
pksL_BSUBT
ylxY_BSUBT
queD_BSUBT
yunD_BSUBT
cspC_BSUBT
lipM_BSUBT
yqzL_BSUBT
yhdL_BSUBT
menA_BSUBT
ywcD_BSUBT
yabD_BSUBT
trmL_BSUBT
yhaA_BSUBT
glnL_BSUBT
yozC_BSUBT
lysA_BSUBT
ycnB_BSUBT
yjdB_BSUBT
gmk_BSUBT
yisK_BSUBT
fliY_BSUBT
ydbO_BSUBT
yuzD_BSUBT
rhaD_BSUBT
yacP_BSUBT
yydH_BSUBT
nagA_BSUBT
mrpE_BSUBT
yrrL_BSUBT
ilvD_BSUBT
cysC_BSUBT
mrpC_BSUBT
yobR_BSUBT
yclO_BSUBT
yneJ_BSUBT
thiE_BSUBT
bmrA_BSUBT
yneK_BSUBT
lytB_BSUBT
yjbJ_BSUBT
ywiE_BSUBT
mcsA_BSUBT
yxkC_BSUBT
glcK_BSUBT
ypzK_BSUBT
deaD_BSUBT
yusP_BSUBT
phoR_BSUBT
yosP_BSUBT
nrdF_BSUBT
yqgT_BSUBT
yvnB_BSUBT
yckB_BSUBT
yetL_BSUBT
mcpA_BSUBT
yvrA_BSUBT
yfjQ_BSUBT
nfsB_BSUBT
yueF_BSUBT
yvcT_BSUBT
cydD_BSUBT
yhfI_BSUBT
yclE_BSUBT
ylmD_BSUBT
acoR_BSUBT
