pksM_BSUBT
pgcA_BSUBT
walR_BSUBT
ysnB_BSUBT
gcvPA_BSUBT
gcvPB_BSUBT
etfA_BSUBT
bmr_BSUBT
yjgC_BSUBT
groEL_BSUBT
gudB_BSUBT
tdh_BSUBT
aspS_BSUBT
dinG_BSUBT
metS_BSUBT
nfrAA_BSUBT
qcrA_BSUBT
murAB_BSUBT
yceC_BSUBT
bkdR_BSUBT
frr_BSUBT
bshC_BSUBT
uvrB_BSUBT
ahrC_BSUBT
recN_BSUBT
yfhB_BSUBT
fabG_BSUBT
ytxH_BSUBT
spoVG_BSUBT
topA_BSUBT
ykpA_BSUBT
yvcT_BSUBT
pupG_BSUBT
pepA_BSUBT
pdhB_BSUBT
argS_BSUBT
fer_BSUBT
ywoF_BSUBT
acoA_BSUBT
sufD_BSUBT
miaA_BSUBT
qoxA_BSUBT
mcsA_BSUBT
qoxB_BSUBT
fliD_BSUBT
tpiA_BSUBT
fliY_BSUBT
acoL_BSUBT
lpdV_BSUBT
ripX_BSUBT
yprA_BSUBT
yvzF_BSUBT
fliM_BSUBT
ponA_BSUBT
hepT_BSUBT
yabR_BSUBT
rpsJ_BSUBT
deoD_BSUBT
yeeI_BSUBT
ytwF_BSUBT
resA_BSUBT
miaB_BSUBT
yjbC_BSUBT
yqhT_BSUBT
yloU_BSUBT
ywsB_BSUBT
yvyI_BSUBT
yjcS_BSUBT
yhxA_BSUBT
yclN_BSUBT
ndk_BSUBT
mdxL_BSUBT
rocD_BSUBT
nrdE_BSUBT
yxjH_BSUBT
yobJ_BSUBT
rpfA_BSUBT
ycsN_BSUBT
pdxT_BSUBT
sufB_BSUBT
citZ_BSUBT
thrZ_BSUBT
flgC_BSUBT
moaE_BSUBT
glpK_BSUBT
oppA_BSUBT
yrvC_BSUBT
ytkP_BSUBT
ggaB_BSUBT
rplU_BSUBT
patB_BSUBT
hemQ_BSUBT
ykuJ_BSUBT
trpS_BSUBT
efeN_BSUBT
yabB_BSUBT
manP_BSUBT
cspC_BSUBT
gapA_BSUBT
tagH_BSUBT
yxiE_BSUBT
addB_BSUBT
lysS_BSUBT
rseP_BSUBT
menF_BSUBT
ytoI_BSUBT
rplA_BSUBT
gntK_BSUBT
dacA_BSUBT
yvgN_BSUBT
rpsG_BSUBT
clpY_BSUBT
ydbP_BSUBT
iolB_BSUBT
bsuRB_BSUBT
gpsA_BSUBT
ssbA_BSUBT
ytkL_BSUBT
pdhD_BSUBT
rpsL_BSUBT
hemH_BSUBT
pgsA_BSUBT
yrkL_BSUBT
clpX_BSUBT
yukE_BSUBT
groES_BSUBT
rplO_BSUBT
pyk_BSUBT
mfd_BSUBT
rplS_BSUBT
yhfK_BSUBT
rph_BSUBT
salA_BSUBT
nadE_BSUBT
zwf_BSUBT
yrpD_BSUBT
ltaSC_BSUBT
leuS_BSUBT
narI_BSUBT
hpf_BSUBT
narH_BSUBT
cysS_BSUBT
appC_BSUBT
mleN_BSUBT
rplK_BSUBT
rpsM_BSUBT
ansA_BSUBT
ddl_BSUBT
yisR_BSUBT
rplM_BSUBT
pksL_BSUBT
hemL_BSUBT
yclO_BSUBT
ymfH_BSUBT
ydbS_BSUBT
secG_BSUBT
rocE_BSUBT
tkt_BSUBT
phoH_BSUBT
yxkF_BSUBT
clpC_BSUBT
prfA_BSUBT
yfmS_BSUBT
yvfH_BSUBT
murAA_BSUBT
norM_BSUBT
srfAC_BSUBT
yrdQ_BSUBT
ylaN_BSUBT
ydhH_BSUBT
spoVS_BSUBT
metE_BSUBT
fumC_BSUBT
xlyA_BSUBT
xkdT_BSUBT
xkdF_BSUBT
xtmA_BSUBT
xkdK_BSUBT
xkdU_BSUBT
xkdO_BSUBT
xkdQ_BSUBT
xkdG_BSUBT
xkdJ_BSUBT
dltE_BSUBT
xkdV_BSUBT
xkdP_BSUBT
ykuG_BSUBT
ykzL_BSUBT
xkdI_BSUBT
xkdE_BSUBT
xkdH_BSUBT
ykzM_BSUBT
xkdN_BSUBT
dnaD_BSUBT
uxaC_BSUBT
yqgU_BSUBT
gutB_BSUBT
infC_BSUBT
suhB_BSUBT
dltA_BSUBT
dps_BSUBT
gntP_BSUBT
ftsY_BSUBT
lepA_BSUBT
tig_BSUBT
rnhC_BSUBT
folD_BSUBT
flhA_BSUBT
rpsI_BSUBT
yodC_BSUBT
hemY_BSUBT
rpsS_BSUBT
gatA_BSUBT
ackA_BSUBT
ldh_BSUBT
accC_BSUBT
yjcP_BSUBT
uup_BSUBT
hepA_BSUBT
yqfB_BSUBT
guaA_BSUBT
ykvS_BSUBT
nhaX_BSUBT
thrB_BSUBT
pel_BSUBT
yqgA_BSUBT
mntC_BSUBT
rpsD_BSUBT
azlB_BSUBT
acpA_BSUBT
glmM_BSUBT
yabN_BSUBT
yrbE_BSUBT
prsA_BSUBT
galT_BSUBT
tlpC_BSUBT
ywmB_BSUBT
cshA_BSUBT
pheT_BSUBT
mraY_BSUBT
purD_BSUBT
lytF_BSUBT
sufU_BSUBT
rplV_BSUBT
ypiA_BSUBT
rplNA_BSUBT
flhF_BSUBT
yvcQ_BSUBT
mleA_BSUBT
yweA_BSUBT
yfmJ_BSUBT
gpsB_BSUBT
ymfM_BSUBT
albF_BSUBT
rpsU_BSUBT
nhaK_BSUBT
ywpF_BSUBT
oppD_BSUBT
rnjB_BSUBT
yutJ_BSUBT
rplR_BSUBT
ydbD_BSUBT
greA_BSUBT
dhbA_BSUBT
yxiI_BSUBT
ytpQ_BSUBT
ytzB_BSUBT
yhaA_BSUBT
yebC_BSUBT
ypdQ_BSUBT
priA_BSUBT
csbC_BSUBT
yitL_BSUBT
bkdAB_BSUBT
clpP_BSUBT
katA_BSUBT
tatCY_BSUBT
rsbV_BSUBT
yomL_BSUBT
yddT_BSUBT
gsiB_BSUBT
yqkB_BSUBT
yxiM_BSUBT
yhdF_BSUBT
ycdF_BSUBT
ffh_BSUBT
nucA_BSUBT
asnS_BSUBT
disA_BSUBT
pbpA_BSUBT
tsaD_BSUBT
mraZ_BSUBT
ligA_BSUBT
yvrG_BSUBT
hemN_BSUBT
yqjQ_BSUBT
yjiB_BSUBT
citS_BSUBT
lytB_BSUBT
yvlB_BSUBT
spbC_BSUBT
ybzI_BSUBT
ecfA_BSUBT
ydbC_BSUBT
ykvY_BSUBT
hemX_BSUBT
rex_BSUBT
yycR_BSUBT
frlB_BSUBT
nusA_BSUBT
ispE_BSUBT
rsbU_BSUBT
nusG_BSUBT
whiA_BSUBT
gene:BSU11382_BSUBT
ydbA_BSUBT
appF_BSUBT
yisK_BSUBT
serC_BSUBT
cheB_BSUBT
ywjI_BSUBT
parE_BSUBT
rpsP_BSUBT
ymfC_BSUBT
rplT_BSUBT
pncA_BSUBT
bacD_BSUBT
pksN_BSUBT
putC_BSUBT
clpQ_BSUBT
ybfK_BSUBT
moaB_BSUBT
hmoA_BSUBT
gltT_BSUBT
upp_BSUBT
efeM_BSUBT
lrgB_BSUBT
ybcL_BSUBT
rplW_BSUBT
coaX_BSUBT
lysP_BSUBT
glcK_BSUBT
yocH_BSUBT
putP_BSUBT
yuzN_BSUBT
sdhC_BSUBT
treR_BSUBT
ycgA_BSUBT
noc_BSUBT
yplQ_BSUBT
cwlO_BSUBT
ypjP_BSUBT
rpmJ_BSUBT
yqhY_BSUBT
azlD_BSUBT
rbsD_BSUBT
ypvA_BSUBT
tyrS_BSUBT
mtlD_BSUBT
yhaM_BSUBT
relP_BSUBT
hprT_BSUBT
gltX_BSUBT
yerH_BSUBT
rplB_BSUBT
yerC_BSUBT
bipA_BSUBT
opuAC_BSUBT
ypuA_BSUBT
ytnA_BSUBT
yjdF_BSUBT
yceD_BSUBT
ykaA_BSUBT
ypmB_BSUBT
grpE_BSUBT
yrhF_BSUBT
rpmF_BSUBT
nfsB_BSUBT
pyrE_BSUBT
valS_BSUBT
ftsL_BSUBT
yrdC_BSUBT
yloC_BSUBT
panC_BSUBT
rplL_BSUBT
ileS_BSUBT
dnaX_BSUBT
yusV_BSUBT
araR_BSUBT
tagG_BSUBT
manR_BSUBT
proS_BSUBT
rpmI_BSUBT
mnmA_BSUBT
ylxF_BSUBT
secDF_BSUBT
sufS_BSUBT
maeN_BSUBT
rsbW_BSUBT
fhuC_BSUBT
iscSA_BSUBT
tagE_BSUBT
recO_BSUBT
efp_BSUBT
flhB_BSUBT
treP_BSUBT
gsaB_BSUBT
rtbE_BSUBT
rny_BSUBT
iolR_BSUBT
pcrA_BSUBT
dnaB_BSUBT
menB_BSUBT
ykuO_BSUBT
dagK_BSUBT
dltD_BSUBT
ykyA_BSUBT
ytpR_BSUBT
parA_BSUBT
cshB_BSUBT
resE_BSUBT
yvcJ_BSUBT
rsfA_BSUBT
yutD_BSUBT
gmuF_BSUBT
mntB_BSUBT
yheH_BSUBT
rapA_BSUBT
ctaB_BSUBT
glcT_BSUBT
degU_BSUBT
csbB_BSUBT
ylxM_BSUBT
narG_BSUBT
malQ_BSUBT
yfiC_BSUBT
gcvH_BSUBT
pbuE_BSUBT
yrvJ_BSUBT
rocG_BSUBT
metC_BSUBT
speB_BSUBT
fhuD_BSUBT
walK_BSUBT
bdbD_BSUBT
dhbE_BSUBT
yvfG_BSUBT
citA_BSUBT
pyrF_BSUBT
lytC_BSUBT
trmFO_BSUBT
radC_BSUBT
swrC_BSUBT
yvkA_BSUBT
dapG_BSUBT
ltaSA_BSUBT
trmF_BSUBT
yutK_BSUBT
yojE_BSUBT
yosP_BSUBT
nrdF_BSUBT
moeA_BSUBT
yocA_BSUBT
yqjD_BSUBT
asnB_BSUBT
ytxC_BSUBT
glpT_BSUBT
nupC_BSUBT
rpmB_BSUBT
dnaG_BSUBT
ytoQ_BSUBT
yojO_BSUBT
ytiB_BSUBT
yvaA_BSUBT
rplX_BSUBT
deoC_BSUBT
yqjM_BSUBT
ydhK_BSUBT
fabF_BSUBT
rnz_BSUBT
ecsA_BSUBT
rho_BSUBT
yclQ_BSUBT
infB_BSUBT
ykqA_BSUBT
rsh_BSUBT
lytE_BSUBT
aroF_BSUBT
hom_BSUBT
yshB_BSUBT
leuA_BSUBT
ppsE_BSUBT
bsuMA_BSUBT
yjoB_BSUBT
mraW_BSUBT
yceE_BSUBT
yxiG_BSUBT
htpG_BSUBT
pckA_BSUBT
sigX_BSUBT
mmsA_BSUBT
yefC_BSUBT
ylmD_BSUBT
secA_BSUBT
ymcA_BSUBT
ydgD_BSUBT
ribC_BSUBT
dhaS_BSUBT
ytpB_BSUBT
yxeQ_BSUBT
citR_BSUBT
purA_BSUBT
queA_BSUBT
cueR_BSUBT
xseA_BSUBT
yjoA_BSUBT
yraA_BSUBT
ygaO_BSUBT
ybfQ_BSUBT
flgE_BSUBT
mcpB_BSUBT
rlmN_BSUBT
moaA_BSUBT
yhdP_BSUBT
gtaB_BSUBT
yitV_BSUBT
ydgJ_BSUBT
rpsR_BSUBT
tgt_BSUBT
ktrD_BSUBT
gatC_BSUBT
gene:BSU32960_BSUBT
rsmD_BSUBT
yloV_BSUBT
perR_BSUBT
truB_BSUBT
rluD_BSUBT
cydA_BSUBT
ypwA_BSUBT
gabD_BSUBT
uppS_BSUBT
brnQ_BSUBT
pbpX_BSUBT
yszB_BSUBT
ccpA_BSUBT
alaS_BSUBT
nrnA_BSUBT
yerA_BSUBT
dynA_BSUBT
pcrB_BSUBT
msmX_BSUBT
yqjZ_BSUBT
ydcI_BSUBT
rluB_BSUBT
lytR_BSUBT
yuxH_BSUBT
ispH_BSUBT
yhgE_BSUBT
mtrB_BSUBT
birA_BSUBT
gcaD_BSUBT
nusB_BSUBT
yloA_BSUBT
ysoA_BSUBT
ptsH_BSUBT
ylxH_BSUBT
yerB_BSUBT
atpB_BSUBT
ykwC_BSUBT
yvcS_BSUBT
divIVA_BSUBT
ctaC_BSUBT
ytzA_BSUBT
fliZ_BSUBT
cysI_BSUBT
ppaC_BSUBT
hemB_BSUBT
ydaS_BSUBT
yugU_BSUBT
penP_BSUBT
yfhM_BSUBT
glyQ_BSUBT
glyS_BSUBT
ywtG_BSUBT
lipA_BSUBT
bglA_BSUBT
yrkA_BSUBT
yhfE_BSUBT
yceG_BSUBT
flgD_BSUBT
yceH_BSUBT
purL_BSUBT
ytsJ_BSUBT
aroH_BSUBT
purH_BSUBT
mcpC_BSUBT
cwlS_BSUBT
srfAD_BSUBT
fruR_BSUBT
dat_BSUBT
yaaQ_BSUBT
sacC_BSUBT
yhfF_BSUBT
mdr_BSUBT
tilS_BSUBT
parC_BSUBT
yukB_BSUBT
ywiE_BSUBT
pgl_BSUBT
mtlF_BSUBT
yfhL_BSUBT
etfB_BSUBT
rpmC_BSUBT
yflA_BSUBT
yjzE_BSUBT
fadB_BSUBT
degS_BSUBT
dusB_BSUBT
ppsD_BSUBT
dltB_BSUBT
radA_BSUBT
yfiR_BSUBT
yvgO_BSUBT
rocA_BSUBT
lctP_BSUBT
yycB_BSUBT
dhbF_BSUBT
yuzA_BSUBT
gcvT_BSUBT
yknU_BSUBT
ytxG_BSUBT
iolF_BSUBT
pbpD_BSUBT
iolD_BSUBT
putB_BSUBT
albA_BSUBT
yflT_BSUBT
yfhK_BSUBT
ppsC_BSUBT
ppsB_BSUBT
lonA_BSUBT
feuA_BSUBT
yqgL_BSUBT
qcrC_BSUBT
spoVT_BSUBT
rocB_BSUBT
yuxL_BSUBT
yabE_BSUBT
ysfE_BSUBT
pksC_BSUBT
araN_BSUBT
dprA_BSUBT
aroC_BSUBT
dhbB_BSUBT
skfC_BSUBT
fhuG_BSUBT
skfB_BSUBT
csbA_BSUBT
amyC_BSUBT
cstA_BSUBT
yybB_BSUBT
rapJ_BSUBT
glcD_BSUBT
moaC_BSUBT
cysH_BSUBT
yobM_BSUBT
yhfI_BSUBT
phrG_BSUBT
gmuG_BSUBT
xynA_BSUBT
yvjA_BSUBT
sbcD_BSUBT
ycbJ_BSUBT
ywnC_BSUBT
ilvK_BSUBT
yvcP_BSUBT
nagA_BSUBT
rapC_BSUBT
metK_BSUBT
yktB_BSUBT
ezrA_BSUBT
ybbR_BSUBT
yfmL_BSUBT
nrdI_BSUBT
ylbF_BSUBT
fliL_BSUBT
yqfA_BSUBT
ysmB_BSUBT
codY_BSUBT
ytlQ_BSUBT
yslB_BSUBT
pit_BSUBT
yqzD_BSUBT
yfhC_BSUBT
yxeI_BSUBT
moeB_BSUBT
cheW_BSUBT
yrrS_BSUBT
glpQA_BSUBT
yugK_BSUBT
yknZ_BSUBT
ydjI_BSUBT
rocR_BSUBT
sspE_BSUBT
gutR_BSUBT
yclP_BSUBT
ypgR_BSUBT
yybC_BSUBT
ytjP_BSUBT
ytxK_BSUBT
hflX_BSUBT
cypB_BSUBT
yvcB_BSUBT
yneF_BSUBT
yuiD_BSUBT
yfmC_BSUBT
sigW_BSUBT
murG_BSUBT
yuiH_BSUBT
dxr_BSUBT
dxs_BSUBT
ndoAI_BSUBT
atpI_BSUBT
yhcG_BSUBT
phoP_BSUBT
yazB_BSUBT
yxeB_BSUBT
yhaQ_BSUBT
sdpB_BSUBT
yyaP_BSUBT
ykuP_BSUBT
tmk_BSUBT
pspA_BSUBT
nasD_BSUBT
yceF_BSUBT
flgL_BSUBT
menE_BSUBT
ylqG_BSUBT
pyrAB_BSUBT
albD_BSUBT
pepF_BSUBT
atpC_BSUBT
rnpZA_BSUBT
ctaD_BSUBT
yjcH_BSUBT
galK_BSUBT
prpC_BSUBT
yjzD_BSUBT
ywoC_BSUBT
pta_BSUBT
ycdC_BSUBT
bsdA_BSUBT
cheA_BSUBT
divIC_BSUBT
fabD_BSUBT
cspB_BSUBT
yitT_BSUBT
ylzA_BSUBT
purN_BSUBT
thiI_BSUBT
yunD_BSUBT
dapL_BSUBT
yaaR_BSUBT
exlX_BSUBT
purQ_BSUBT
rnr_BSUBT
yhcU_BSUBT
yxjI_BSUBT
bsuRA_BSUBT
ywjB_BSUBT
ydiL_BSUBT
yerI_BSUBT
gltB_BSUBT
gene:BSU11381_BSUBT
addA_BSUBT
ptb_BSUBT
hisS_BSUBT
copA_BSUBT
pyrP_BSUBT
fabI_BSUBT
resB_BSUBT
sapB_BSUBT
speE_BSUBT
pdaC_BSUBT
hemA_BSUBT
ydjO_BSUBT
dhbC_BSUBT
besA_BSUBT
comQ_BSUBT
pbpH_BSUBT
cca_BSUBT
recX_BSUBT
abbA_BSUBT
yxxG_BSUBT
fmt_BSUBT
fbp_BSUBT
yabD_BSUBT
parB_BSUBT
yybM_BSUBT
yvaM_BSUBT
nfo_BSUBT
yraN_BSUBT
ilvD_BSUBT
tsaC_BSUBT
hisC_BSUBT
yqeH_BSUBT
holB_BSUBT
yhaP_BSUBT
yraH_BSUBT
atpE_BSUBT
yqjP_BSUBT
ganB_BSUBT
qcrB_BSUBT
resC_BSUBT
proB_BSUBT
pyrR_BSUBT
ypjQ_BSUBT
yhfC_BSUBT
ytpP_BSUBT
ylbA_BSUBT
rpmGA_BSUBT
yrrL_BSUBT
smc_BSUBT
gspA_BSUBT
ytpA_BSUBT
pbpF_BSUBT
yfkA_BSUBT
hbs_BSUBT
cymR_BSUBT
ytrA_BSUBT
trmB_BSUBT
yrrT_BSUBT
fliH_BSUBT
dtd_BSUBT
ymfF_BSUBT
fabHA_BSUBT
yyaL_BSUBT
yfnC_BSUBT
csbX_BSUBT
dapA_BSUBT
ykvZ_BSUBT
aroQ_BSUBT
yfkJ_BSUBT
rodA_BSUBT
yisL_BSUBT
pksG_BSUBT
ydbO_BSUBT
sdaAB_BSUBT
cheD_BSUBT
yrzB_BSUBT
ytoP_BSUBT
yabM_BSUBT
rdgB_BSUBT
bsuRC_BSUBT
hrcA_BSUBT
hutU_BSUBT
gltA_BSUBT
melA_BSUBT
ydeM_BSUBT
yugI_BSUBT
ydaD_BSUBT
recJ_BSUBT
yqjE_BSUBT
tagF_BSUBT
pyrD_BSUBT
tsaB_BSUBT
yuiC_BSUBT
yvrP_BSUBT
yjbJ_BSUBT
metN_BSUBT
ysxC_BSUBT
nagP_BSUBT
yqiW_BSUBT
yheG_BSUBT
ypmR_BSUBT
tepA_BSUBT
phoR_BSUBT
spoVD_BSUBT
accA_BSUBT
malS_BSUBT
ppnKB_BSUBT
yueG_BSUBT
ycnJ_BSUBT
ylmG_BSUBT
yhdT_BSUBT
ugtP_BSUBT
ythQ_BSUBT
rimP_BSUBT
ysdB_BSUBT
ypqE_BSUBT
ytgP_BSUBT
bshBB_BSUBT
yhjN_BSUBT
sigA_BSUBT
menD_BSUBT
ypuI_BSUBT
murB_BSUBT
lytG_BSUBT
yjqB_BSUBT
gmuC_BSUBT
mutL_BSUBT
ykhA_BSUBT
ygaD_BSUBT
mprF_BSUBT
pdp_BSUBT
ispF_BSUBT
yetN_BSUBT
yrvM_BSUBT
ribD_BSUBT
yoaG_BSUBT
yneJ_BSUBT
gamP_BSUBT
yisX_BSUBT
mnmE_BSUBT
motB_BSUBT
dusC_BSUBT
mgfK_BSUBT
yqxK_BSUBT
mreC_BSUBT
yvaK_BSUBT
abrB_BSUBT
dgk_BSUBT
recR_BSUBT
yyaK_BSUBT
ycnE_BSUBT
yueF_BSUBT
yusI_BSUBT
aroX_BSUBT
murC_BSUBT
yvcD_BSUBT
araB_BSUBT
yhcI_BSUBT
accD_BSUBT
mrnC_BSUBT
tyrZ_BSUBT
ctaA_BSUBT
yckC_BSUBT
rsgI_BSUBT
cysE_BSUBT
serS_BSUBT
apt_BSUBT
yccF_BSUBT
yhfQ_BSUBT
ykkB_BSUBT
yoeA_BSUBT
dnaE_BSUBT
ykuL_BSUBT
hfq_BSUBT
ywqI_BSUBT
thiO_BSUBT
cheV_BSUBT
bmrA_BSUBT
efeU_BSUBT
mreBH_BSUBT
prmA_BSUBT
dnaC_BSUBT
rnpA_BSUBT
kduI_BSUBT
ypbD_BSUBT
rbgA_BSUBT
spo0E_BSUBT
yukJ_BSUBT
yncM_BSUBT
yccK_BSUBT
accB_BSUBT
ispG_BSUBT
dnaH_BSUBT
minJ_BSUBT
yxeP_BSUBT
purB_BSUBT
ycbG_BSUBT
yheA_BSUBT
leuB_BSUBT
ispA_BSUBT
yneP_BSUBT
ampS_BSUBT
yxkC_BSUBT
engA_BSUBT
yjgD_BSUBT
sipT_BSUBT
folEA_BSUBT
truA_BSUBT
mutSB_BSUBT
yxkI_BSUBT
yqeM_BSUBT
dapB_BSUBT
glpW_BSUBT
ybbA_BSUBT
mecA_BSUBT
yitU_BSUBT
rttM_BSUBT
ydjP_BSUBT
yqkF_BSUBT
yxiS_BSUBT
rpmD_BSUBT
cssS_BSUBT
leuD_BSUBT
sigY_BSUBT
glcF_BSUBT
motA_BSUBT
lgt_BSUBT
tetB_BSUBT
rbn_BSUBT
ycsA_BSUBT
iolS_BSUBT
yvoD_BSUBT
abnB_BSUBT
tatAY_BSUBT
yumC_BSUBT
mrpE_BSUBT
ispD_BSUBT
uvrC_BSUBT
ydjE_BSUBT
ycgT_BSUBT
acuC_BSUBT
ytcI_BSUBT
ylbP_BSUBT
yrzL_BSUBT
yugJ_BSUBT
murQ_BSUBT
folB_BSUBT
ywfO_BSUBT
glnL_BSUBT
ylaL_BSUBT
ydgK_BSUBT
acoR_BSUBT
gmuB_BSUBT
copB_BSUBT
tasA_BSUBT
rsmB_BSUBT
ywlG_BSUBT
comP_BSUBT
ykuC_BSUBT
bacH_BSUBT
dppE_BSUBT
yvbH_BSUBT
sbcC_BSUBT
pbpE_BSUBT
lipL_BSUBT
ydaG_BSUBT
malP_BSUBT
rpmGB_BSUBT
purF_BSUBT
yhcR_BSUBT
ywhC_BSUBT
minD_BSUBT
yjbL_BSUBT
yppF_BSUBT
comFC_BSUBT
mrgA_BSUBT
scuA_BSUBT
oxaAA_BSUBT
yvdD_BSUBT
ybfO_BSUBT
galM_BSUBT
sbcE_BSUBT
nagZ_BSUBT
mdxD_BSUBT
yebA_BSUBT
yozO_BSUBT
lytD_BSUBT
ydeO_BSUBT
proG_BSUBT
epsL_BSUBT
yhfT_BSUBT
yqgM_BSUBT
yhdN_BSUBT
sacA_BSUBT
yrhG_BSUBT
recD_BSUBT
yerD_BSUBT
carA_BSUBT
yfjE_BSUBT
nasE_BSUBT
carB_BSUBT
epr_BSUBT
msmR_BSUBT
csn_BSUBT
yodJ_BSUBT
mcpA_BSUBT
yngC_BSUBT
mtnK_BSUBT
yrkH_BSUBT
bmrR_BSUBT
walH_BSUBT
era_BSUBT
gabT_BSUBT
hutI_BSUBT
yvrN_BSUBT
resD_BSUBT
tyrA_BSUBT
yrhE_BSUBT
ywfA_BSUBT
nsrR_BSUBT
yxnA_BSUBT
sbp_BSUBT
galE_BSUBT
folP_BSUBT
cspD_BSUBT
ywbD_BSUBT
fur_BSUBT
ywcC_BSUBT
yqeZ_BSUBT
yknX_BSUBT
hisJ_BSUBT
lysA_BSUBT
yqiG_BSUBT
purU_BSUBT
comFB_BSUBT
purR_BSUBT
hprK_BSUBT
